{'loss': [1.2417519092559814], 'acc': [0.48274898529052734], 'val_loss': [0.9366345405578613], 'val_acc': [0.60787433385849]}
{'loss': [0.9982202649116516], 'acc': [0.5568029880523682], 'val_loss': [1.1730809211730957], 'val_acc': [0.5697508454322815]}
{'loss': [0.8929077982902527], 'acc': [0.6007993817329407], 'val_loss': [0.8129127621650696], 'val_acc': [0.624372124671936]}
{'loss': [0.8310360312461853], 'acc': [0.6278806924819946], 'val_loss': [0.9550170302391052], 'val_acc': [0.5761403441429138]}
{'loss': [0.7982053160667419], 'acc': [0.6431612968444824], 'val_loss': [0.8248699307441711], 'val_acc': [0.6448639631271362]}
{'loss': [0.7516538500785828], 'acc': [0.6670666337013245], 'val_loss': [0.7811492681503296], 'val_acc': [0.6645694971084595]}
{'loss': [0.7338283658027649], 'acc': [0.6772840023040771], 'val_loss': [0.832825779914856], 'val_acc': [0.645419180393219]}
{'loss': [0.7138098478317261], 'acc': [0.6863024830818176], 'val_loss': [1.1538403034210205], 'val_acc': [0.5113732218742371]}
{'loss': [0.6814450025558472], 'acc': [0.7029030323028564], 'val_loss': [0.9606176614761353], 'val_acc': [0.5846654772758484]}
{'loss': [0.6718161702156067], 'acc': [0.7088093161582947], 'val_loss': [0.7368507385253906], 'val_acc': [0.6662243008613586]}
{'loss': [0.6409350037574768], 'acc': [0.7244474291801453], 'val_loss': [0.9116194844245911], 'val_acc': [0.6040573120117188]}
{'loss': [0.6315379738807678], 'acc': [0.7313753366470337], 'val_loss': [0.8726310133934021], 'val_acc': [0.6004194617271423]}
{'loss': [0.61152184009552], 'acc': [0.742984414100647], 'val_loss': [0.9531399011611938], 'val_acc': [0.5938673615455627]}
{'loss': [0.6016702055931091], 'acc': [0.7512352466583252], 'val_loss': [0.7890188097953796], 'val_acc': [0.6481090188026428]}
{'loss': [0.7249525189399719], 'acc': [0.6961280703544617], 'val_loss': [0.829912006855011], 'val_acc': [0.6429057121276855]}
{'loss': [0.6587682366371155], 'acc': [0.7186990976333618], 'val_loss': [0.8455471992492676], 'val_acc': [0.6224308609962463]}
{'loss': [0.5879420638084412], 'acc': [0.7590330839157104], 'val_loss': [0.7176188826560974], 'val_acc': [0.6782378554344177]}
