{'loss': [0.8258702754974365], 'acc': [0.6424534320831299], 'val_loss': [0.6531942486763], 'val_acc': [0.7109140157699585]}
{'loss': [0.5867558121681213], 'acc': [0.7515674829483032], 'val_loss': [0.6482681035995483], 'val_acc': [0.7076431512832642]}
{'loss': [0.5124908089637756], 'acc': [0.7844359278678894], 'val_loss': [0.669052004814148], 'val_acc': [0.6934847831726074]}
{'loss': [0.45378971099853516], 'acc': [0.8120614290237427], 'val_loss': [0.7188543081283569], 'val_acc': [0.701418936252594]}
{'loss': [0.40238431096076965], 'acc': [0.8355044722557068], 'val_loss': [0.790626585483551], 'val_acc': [0.6878335475921631]}
{'loss': [0.35884758830070496], 'acc': [0.8559126257896423], 'val_loss': [0.7814251184463501], 'val_acc': [0.7108005285263062]}
{'loss': [0.3262748420238495], 'acc': [0.8711504936218262], 'val_loss': [0.8422827124595642], 'val_acc': [0.6887888312339783]}
{'loss': [0.2897742688655853], 'acc': [0.8865331411361694], 'val_loss': [0.968593955039978], 'val_acc': [0.6835688948631287]}
{'loss': [0.2646302282810211], 'acc': [0.8981866240501404], 'val_loss': [0.9900283813476562], 'val_acc': [0.6888688206672668]}
{'loss': [0.2396024763584137], 'acc': [0.9089757204055786], 'val_loss': [0.9246941208839417], 'val_acc': [0.701789140701294]}
{'loss': [0.21851634979248047], 'acc': [0.9172365665435791], 'val_loss': [1.0130300521850586], 'val_acc': [0.697515606880188]}
