{'loss': [0.2988857924938202], 'acc': [0.8927435278892517], 'val_loss': [0.422404021024704], 'val_acc': [0.8275918960571289]}
{'loss': [0.30221548676490784], 'acc': [0.8951929807662964], 'val_loss': [0.42925915122032166], 'val_acc': [0.8190091848373413]}
{'loss': [0.2610234320163727], 'acc': [0.9083316326141357], 'val_loss': [0.35196545720100403], 'val_acc': [0.8527337908744812]}
{'loss': [0.2978360652923584], 'acc': [0.9001955389976501], 'val_loss': [0.38900479674339294], 'val_acc': [0.8359106183052063]}
{'loss': [0.4664890170097351], 'acc': [0.8999397158622742], 'val_loss': [3.419048547744751], 'val_acc': [0.6045832633972168]}
{'loss': [0.29977932572364807], 'acc': [0.8977404832839966], 'val_loss': [0.526685893535614], 'val_acc': [0.7593643069267273]}
{'loss': [0.27198195457458496], 'acc': [0.9066248536109924], 'val_loss': [0.5255250334739685], 'val_acc': [0.7357060313224792]}
{'loss': [0.37236258387565613], 'acc': [0.8909001350402832], 'val_loss': [0.3406640589237213], 'val_acc': [0.8751780986785889]}
{'loss': [0.309486985206604], 'acc': [0.891152024269104], 'val_loss': [0.37054958939552307], 'val_acc': [0.8731895685195923]}
{'loss': [0.361461341381073], 'acc': [0.9053917527198792], 'val_loss': [0.34418347477912903], 'val_acc': [0.8700624108314514]}
{'loss': [0.8438798189163208], 'acc': [0.8717004060745239], 'val_loss': [0.3614102900028229], 'val_acc': [0.876334547996521]}
{'loss': [0.4257657825946808], 'acc': [0.8611096739768982], 'val_loss': [0.35091254115104675], 'val_acc': [0.8793887495994568]}
{'loss': [0.34768444299697876], 'acc': [0.8821401596069336], 'val_loss': [0.29578959941864014], 'val_acc': [0.8908604979515076]}
{'loss': [0.3120071291923523], 'acc': [0.8907405138015747], 'val_loss': [0.33228030800819397], 'val_acc': [0.9014647603034973]}
{'loss': [0.3226005434989929], 'acc': [0.8857013583183289], 'val_loss': [0.3123725652694702], 'val_acc': [0.9036076664924622]}
{'loss': [0.3179442584514618], 'acc': [0.8888172507286072], 'val_loss': [0.3947181701660156], 'val_acc': [0.890268862247467]}
{'loss': [0.27962160110473633], 'acc': [0.9018913507461548], 'val_loss': [0.35897591710090637], 'val_acc': [0.8609305024147034]}
{'loss': [0.302837610244751], 'acc': [0.900790274143219], 'val_loss': [0.39665040373802185], 'val_acc': [0.8290926218032837]}
{'loss': [0.29952457547187805], 'acc': [0.8909376263618469], 'val_loss': [0.4329536557197571], 'val_acc': [0.8082681894302368]}
{'loss': [0.32716044783592224], 'acc': [0.8870466947555542], 'val_loss': [0.35413241386413574], 'val_acc': [0.8846352100372314]}
{'loss': [0.30275359749794006], 'acc': [0.8981190919876099], 'val_loss': [0.49595096707344055], 'val_acc': [0.7771198749542236]}
{'loss': [0.2873479127883911], 'acc': [0.8959646821022034], 'val_loss': [0.5074473023414612], 'val_acc': [0.7523452043533325]}
{'loss': [0.2892778813838959], 'acc': [0.9053065180778503], 'val_loss': [0.36384522914886475], 'val_acc': [0.8472201824188232]}
{'loss': [0.2843480408191681], 'acc': [0.904591977596283], 'val_loss': [0.360917329788208], 'val_acc': [0.848881185054779]}
{'loss': [0.28128671646118164], 'acc': [0.9036557674407959], 'val_loss': [0.40795186161994934], 'val_acc': [0.86937415599823]}
{'loss': [0.26110661029815674], 'acc': [0.9096179008483887], 'val_loss': [0.6957206130027771], 'val_acc': [0.7043272852897644]}
{'loss': [0.26886242628097534], 'acc': [0.9082692265510559], 'val_loss': [0.36167293787002563], 'val_acc': [0.8809180855751038]}
{'loss': [0.2646257281303406], 'acc': [0.91033536195755], 'val_loss': [0.375773161649704], 'val_acc': [0.8323976397514343]}
{'loss': [0.259382039308548], 'acc': [0.9134169816970825], 'val_loss': [0.40062054991722107], 'val_acc': [0.8117222189903259]}
{'loss': [0.26420828700065613], 'acc': [0.913395345211029], 'val_loss': [0.7565654516220093], 'val_acc': [0.6874662637710571]}
{'loss': [0.2551582455635071], 'acc': [0.9167761206626892], 'val_loss': [0.32231470942497253], 'val_acc': [0.8833445310592651]}
{'loss': [0.2712971568107605], 'acc': [0.9095019102096558], 'val_loss': [0.3423372209072113], 'val_acc': [0.8771319389343262]}
{'loss': [0.2669738233089447], 'acc': [0.9101250171661377], 'val_loss': [0.3511999249458313], 'val_acc': [0.8545962572097778]}
{'loss': [0.2707820236682892], 'acc': [0.9112387895584106], 'val_loss': [0.43941575288772583], 'val_acc': [0.8604971170425415]}
{'loss': [0.2853080928325653], 'acc': [0.9044053554534912], 'val_loss': [0.4581378996372223], 'val_acc': [0.8509831428527832]}
{'loss': [0.25925368070602417], 'acc': [0.9127532243728638], 'val_loss': [0.43127772212028503], 'val_acc': [0.8523847460746765]}
{'loss': [0.2740784287452698], 'acc': [0.9104449152946472], 'val_loss': [0.38728660345077515], 'val_acc': [0.8794983625411987]}
{'loss': [0.2767333388328552], 'acc': [0.9056928157806396], 'val_loss': [0.3862563371658325], 'val_acc': [0.8909257650375366]}
{'loss': [0.2971147298812866], 'acc': [0.9040330052375793], 'val_loss': [0.4231097102165222], 'val_acc': [0.8707961440086365]}
{'loss': [0.2640106976032257], 'acc': [0.9116495847702026], 'val_loss': [0.4008690118789673], 'val_acc': [0.830485463142395]}
{'loss': [0.2687258720397949], 'acc': [0.9107955098152161], 'val_loss': [0.33587437868118286], 'val_acc': [0.8611451387405396]}
{'loss': [0.2754347622394562], 'acc': [0.9093590974807739], 'val_loss': [0.3802962005138397], 'val_acc': [0.8410810828208923]}
{'loss': [0.24666136503219604], 'acc': [0.9154001474380493], 'val_loss': [0.3972676396369934], 'val_acc': [0.8287263512611389]}
{'loss': [0.24720241129398346], 'acc': [0.9154127240180969], 'val_loss': [0.4052995443344116], 'val_acc': [0.8080450892448425]}
{'loss': [0.2799992561340332], 'acc': [0.9047272205352783], 'val_loss': [0.39716941118240356], 'val_acc': [0.8248487710952759]}
{'loss': [0.2498709261417389], 'acc': [0.9152833223342896], 'val_loss': [0.34864094853401184], 'val_acc': [0.8632586002349854]}
{'loss': [0.2889825403690338], 'acc': [0.9079506993293762], 'val_loss': [0.38207462430000305], 'val_acc': [0.8317475914955139]}
{'loss': [0.25188830494880676], 'acc': [0.915542721748352], 'val_loss': [0.44229361414909363], 'val_acc': [0.7833417654037476]}
{'loss': [0.2669237554073334], 'acc': [0.9120096564292908], 'val_loss': [0.6083036661148071], 'val_acc': [0.7301307916641235]}
{'loss': [0.2589263916015625], 'acc': [0.912542462348938], 'val_loss': [0.37001946568489075], 'val_acc': [0.8583922982215881]}
