{'loss': [0.5083470940589905], 'acc': [0.7929745316505432], 'val_loss': [0.559863805770874], 'val_acc': [0.7612693905830383]}
{'loss': [0.37593528628349304], 'acc': [0.8515892624855042], 'val_loss': [0.5743225812911987], 'val_acc': [0.7645167708396912]}
{'loss': [0.31476566195487976], 'acc': [0.8803674578666687], 'val_loss': [0.6559195518493652], 'val_acc': [0.751654863357544]}
{'loss': [0.2786708474159241], 'acc': [0.8968757390975952], 'val_loss': [0.7689703106880188], 'val_acc': [0.7330780625343323]}
{'loss': [0.24456915259361267], 'acc': [0.911941647529602], 'val_loss': [0.6578282713890076], 'val_acc': [0.7598442435264587]}
{'loss': [0.22116009891033173], 'acc': [0.9206972122192383], 'val_loss': [0.7144970297813416], 'val_acc': [0.7543202042579651]}
{'loss': [0.2076672911643982], 'acc': [0.9250772595405579], 'val_loss': [0.7154828906059265], 'val_acc': [0.7679411172866821]}
{'loss': [0.1922573298215866], 'acc': [0.9311678409576416], 'val_loss': [0.7473432421684265], 'val_acc': [0.7599095106124878]}
{'loss': [0.17977674305438995], 'acc': [0.9356075525283813], 'val_loss': [0.978924572467804], 'val_acc': [0.7305550575256348]}
{'loss': [0.1906794160604477], 'acc': [0.9308514595031738], 'val_loss': [0.9005122780799866], 'val_acc': [0.7327793836593628]}
{'loss': [0.1580885350704193], 'acc': [0.9436826705932617], 'val_loss': [0.9048116207122803], 'val_acc': [0.7489407062530518]}
{'loss': [0.1534743309020996], 'acc': [0.9451844692230225], 'val_loss': [0.7445947527885437], 'val_acc': [0.7734467387199402]}
{'loss': [0.15231606364250183], 'acc': [0.9454786777496338], 'val_loss': [0.8324229717254639], 'val_acc': [0.7775946855545044]}
{'loss': [0.14761631190776825], 'acc': [0.9471223950386047], 'val_loss': [0.9709503054618835], 'val_acc': [0.7513993382453918]}
{'loss': [0.14707808196544647], 'acc': [0.9475340247154236], 'val_loss': [0.9642231464385986], 'val_acc': [0.746412456035614]}
{'loss': [0.13261035084724426], 'acc': [0.9528178572654724], 'val_loss': [0.7589842677116394], 'val_acc': [0.7857409715652466]}
{'loss': [0.13545043766498566], 'acc': [0.9522481560707092], 'val_loss': [1.0822604894638062], 'val_acc': [0.7194746732711792]}
{'loss': [0.12443532794713974], 'acc': [0.9559471011161804], 'val_loss': [0.8267011642456055], 'val_acc': [0.7717399001121521]}
{'loss': [0.12013737112283707], 'acc': [0.9575745463371277], 'val_loss': [0.8603760600090027], 'val_acc': [0.7805492281913757]}
{'loss': [0.11696920543909073], 'acc': [0.9589025974273682], 'val_loss': [0.8534564971923828], 'val_acc': [0.7857400178909302]}
{'loss': [0.11592964082956314], 'acc': [0.9592157006263733], 'val_loss': [0.9075289964675903], 'val_acc': [0.7747510671615601]}
{'loss': [0.14460545778274536], 'acc': [0.9477933049201965], 'val_loss': [0.9111211895942688], 'val_acc': [0.7569903135299683]}
{'loss': [0.11846745014190674], 'acc': [0.958046019077301], 'val_loss': [0.9180387258529663], 'val_acc': [0.7780172824859619]}
{'loss': [0.09628809243440628], 'acc': [0.9665807485580444], 'val_loss': [0.9786233305931091], 'val_acc': [0.7788277268409729]}
{'loss': [0.09151305258274078], 'acc': [0.9680235981941223], 'val_loss': [1.074587106704712], 'val_acc': [0.7595082521438599]}
