{'loss': [0.43329453468322754], 'acc': [0.9612913131713867], 'val_loss': [0.6106314659118652], 'val_acc': [0.8737562298774719]}
{'loss': [0.39375418424606323], 'acc': [0.9631220102310181], 'val_loss': [0.5694774389266968], 'val_acc': [0.8836533427238464]}
{'loss': [0.36917316913604736], 'acc': [0.9652457237243652], 'val_loss': [0.5749171376228333], 'val_acc': [0.8639410138130188]}
{'loss': [0.34638354182243347], 'acc': [0.9662935733795166], 'val_loss': [0.5587480664253235], 'val_acc': [0.864531397819519]}
{'loss': [0.3258759379386902], 'acc': [0.9670044183731079], 'val_loss': [0.5455645322799683], 'val_acc': [0.8633455634117126]}
{'loss': [0.31074830889701843], 'acc': [0.9676164984703064], 'val_loss': [0.5330684781074524], 'val_acc': [0.8683524131774902]}
{'loss': [0.29834529757499695], 'acc': [0.9680977463722229], 'val_loss': [0.5229833126068115], 'val_acc': [0.8657829165458679]}
{'loss': [0.28657984733581543], 'acc': [0.9678822755813599], 'val_loss': [0.5444118976593018], 'val_acc': [0.8518415689468384]}
{'loss': [0.2770555019378662], 'acc': [0.9690943956375122], 'val_loss': [0.5067126750946045], 'val_acc': [0.8670316338539124]}
{'loss': [0.26773369312286377], 'acc': [0.9693539142608643], 'val_loss': [0.49699220061302185], 'val_acc': [0.86613529920578]}
{'loss': [0.25835275650024414], 'acc': [0.9698068499565125], 'val_loss': [0.49377891421318054], 'val_acc': [0.865269660949707]}
{'loss': [0.24965889751911163], 'acc': [0.9701892137527466], 'val_loss': [0.48381680250167847], 'val_acc': [0.8660446405410767]}
{'loss': [0.24087350070476532], 'acc': [0.9706456661224365], 'val_loss': [0.48247432708740234], 'val_acc': [0.8643544316291809]}
{'loss': [0.23252654075622559], 'acc': [0.9710404872894287], 'val_loss': [0.46632498502731323], 'val_acc': [0.8699031472206116]}
{'loss': [0.22423358261585236], 'acc': [0.9714816212654114], 'val_loss': [0.4547277092933655], 'val_acc': [0.8729637265205383]}
{'loss': [0.21659116446971893], 'acc': [0.9719120860099792], 'val_loss': [0.46576735377311707], 'val_acc': [0.8648139834403992]}
{'loss': [0.21059730648994446], 'acc': [0.9721506834030151], 'val_loss': [0.44818487763404846], 'val_acc': [0.8696556091308594]}
{'loss': [0.20479820668697357], 'acc': [0.972594678401947], 'val_loss': [0.44993603229522705], 'val_acc': [0.8687255382537842]}
{'loss': [0.1991470605134964], 'acc': [0.9729626178741455], 'val_loss': [0.4314008355140686], 'val_acc': [0.8729493021965027]}
{'loss': [0.19335821270942688], 'acc': [0.9733351469039917], 'val_loss': [0.44268280267715454], 'val_acc': [0.8684934973716736]}
{'loss': [0.18853789567947388], 'acc': [0.9736342430114746], 'val_loss': [0.42725417017936707], 'val_acc': [0.8733011484146118]}
{'loss': [0.18365192413330078], 'acc': [0.9739851355552673], 'val_loss': [0.4254803955554962], 'val_acc': [0.8733550906181335]}
{'loss': [0.18105977773666382], 'acc': [0.9738137722015381], 'val_loss': [0.4261779487133026], 'val_acc': [0.8719146847724915]}
{'loss': [0.17845849692821503], 'acc': [0.974112331867218], 'val_loss': [0.42465370893478394], 'val_acc': [0.8702624440193176]}
{'loss': [0.1728871464729309], 'acc': [0.9748937487602234], 'val_loss': [0.410705029964447], 'val_acc': [0.8753955364227295]}
{'loss': [0.16914844512939453], 'acc': [0.9750550389289856], 'val_loss': [0.4240056276321411], 'val_acc': [0.8702743053436279]}
{'loss': [0.17171938717365265], 'acc': [0.9736388325691223], 'val_loss': [0.42283645272254944], 'val_acc': [0.8694849610328674]}
{'loss': [0.16439850628376007], 'acc': [0.975614070892334], 'val_loss': [0.4192872643470764], 'val_acc': [0.8709385991096497]}
{'loss': [0.1634996235370636], 'acc': [0.9750533103942871], 'val_loss': [0.43006765842437744], 'val_acc': [0.8663592338562012]}
{'loss': [0.16098949313163757], 'acc': [0.9753990769386292], 'val_loss': [0.4258337914943695], 'val_acc': [0.8679198026657104]}
{'loss': [0.1575326770544052], 'acc': [0.9761164784431458], 'val_loss': [0.41115742921829224], 'val_acc': [0.8726018071174622]}
{'loss': [0.15485267341136932], 'acc': [0.9761748909950256], 'val_loss': [0.4154088497161865], 'val_acc': [0.868809163570404]}
{'loss': [0.1531486213207245], 'acc': [0.976079523563385], 'val_loss': [0.41499224305152893], 'val_acc': [0.8711377382278442]}
{'loss': [0.14952491223812103], 'acc': [0.9766374230384827], 'val_loss': [0.42254820466041565], 'val_acc': [0.8675404191017151]}
{'loss': [0.14647771418094635], 'acc': [0.9769052267074585], 'val_loss': [0.42310547828674316], 'val_acc': [0.8672965168952942]}
{'loss': [0.14422036707401276], 'acc': [0.9769108295440674], 'val_loss': [0.420052170753479], 'val_acc': [0.8631386756896973]}
{'loss': [0.14133821427822113], 'acc': [0.9773250222206116], 'val_loss': [0.4350312352180481], 'val_acc': [0.8599549531936646]}
{'loss': [0.13874806463718414], 'acc': [0.9775089025497437], 'val_loss': [0.42915794253349304], 'val_acc': [0.8622797727584839]}
{'loss': [0.13883642852306366], 'acc': [0.9772622585296631], 'val_loss': [0.4232906997203827], 'val_acc': [0.8638139963150024]}
{'loss': [0.1344352811574936], 'acc': [0.9780666828155518], 'val_loss': [0.41613760590553284], 'val_acc': [0.868389368057251]}
{'loss': [0.13257575035095215], 'acc': [0.9780740141868591], 'val_loss': [0.4260632395744324], 'val_acc': [0.8597036600112915]}
{'loss': [0.13024775683879852], 'acc': [0.9783561825752258], 'val_loss': [0.42382681369781494], 'val_acc': [0.8595126271247864]}
{'loss': [0.12813448905944824], 'acc': [0.9785943627357483], 'val_loss': [0.44502055644989014], 'val_acc': [0.8535701036453247]}
{'loss': [0.1260133534669876], 'acc': [0.9787626266479492], 'val_loss': [0.40688204765319824], 'val_acc': [0.8683897852897644]}
{'loss': [0.12457513064146042], 'acc': [0.9787923693656921], 'val_loss': [0.41034701466560364], 'val_acc': [0.8682242631912231]}
{'loss': [0.1291210800409317], 'acc': [0.9771021604537964], 'val_loss': [0.4026089906692505], 'val_acc': [0.8657682538032532]}
{'loss': [0.12128882110118866], 'acc': [0.9795028567314148], 'val_loss': [0.40889400243759155], 'val_acc': [0.8662511706352234]}
{'loss': [0.12613366544246674], 'acc': [0.9777231812477112], 'val_loss': [0.4378504455089569], 'val_acc': [0.8558016419410706]}
{'loss': [0.11922775208950043], 'acc': [0.9796834588050842], 'val_loss': [0.41574591398239136], 'val_acc': [0.8672406673431396]}
{'loss': [0.12000706791877747], 'acc': [0.9789202213287354], 'val_loss': [0.4262974262237549], 'val_acc': [0.8551833629608154]}
