{'loss': [0.5271807909011841], 'acc': [0.8379613161087036], 'val_loss': [0.8160787224769592], 'val_acc': [0.6217159032821655]}
{'loss': [184.68589782714844], 'acc': [0.6983042359352112], 'val_loss': [1.227138876914978], 'val_acc': [0.7975442409515381]}
{'loss': [0.9080992341041565], 'acc': [0.7145426273345947], 'val_loss': [0.8943554162979126], 'val_acc': [0.6207067370414734]}
{'loss': [0.7387883067131042], 'acc': [0.7481884360313416], 'val_loss': [28968.234375], 'val_acc': [0.8710323572158813]}
{'loss': [0.6358446478843689], 'acc': [0.7807579636573792], 'val_loss': [0.4741722047328949], 'val_acc': [0.8599541187286377]}
{'loss': [0.563662052154541], 'acc': [0.7990162968635559], 'val_loss': [0.4839474856853485], 'val_acc': [0.8362848162651062]}
{'loss': [0.7928575873374939], 'acc': [0.7868077158927917], 'val_loss': [0.599104106426239], 'val_acc': [0.8233997225761414]}
{'loss': [0.4158520996570587], 'acc': [0.8694020509719849], 'val_loss': [0.3869715929031372], 'val_acc': [0.8843113780021667]}
{'loss': [0.42012321949005127], 'acc': [0.8543161153793335], 'val_loss': [0.4932295083999634], 'val_acc': [0.8795067071914673]}
{'loss': [0.3711540699005127], 'acc': [0.869825541973114], 'val_loss': [0.3435235321521759], 'val_acc': [0.8830201625823975]}
{'loss': [0.37632960081100464], 'acc': [0.8565078973770142], 'val_loss': [0.3051515519618988], 'val_acc': [0.9093611836433411]}
{'loss': [0.40217065811157227], 'acc': [0.8546070456504822], 'val_loss': [0.39242270588874817], 'val_acc': [0.9059023857116699]}
{'loss': [0.3357154428958893], 'acc': [0.8810808658599854], 'val_loss': [0.4985138773918152], 'val_acc': [0.8055326342582703]}
{'loss': [0.3429594039916992], 'acc': [0.8748296499252319], 'val_loss': [0.3780553340911865], 'val_acc': [0.8866729736328125]}
{'loss': [3.2013542652130127], 'acc': [0.7892320156097412], 'val_loss': [0.690870463848114], 'val_acc': [0.6572425365447998]}
{'loss': [2.6185343265533447], 'acc': [0.7537339925765991], 'val_loss': [0.6544808745384216], 'val_acc': [0.8449388742446899]}
{'loss': [0.576793372631073], 'acc': [0.7812675833702087], 'val_loss': [0.3502700924873352], 'val_acc': [0.8915982842445374]}
{'loss': [0.45357897877693176], 'acc': [0.8355810046195984], 'val_loss': [0.4164862334728241], 'val_acc': [0.8587885499000549]}
{'loss': [0.43317458033561707], 'acc': [0.8521944284439087], 'val_loss': [0.380466490983963], 'val_acc': [0.8686200380325317]}
{'loss': [0.4421827495098114], 'acc': [0.8446329236030579], 'val_loss': [0.9548403024673462], 'val_acc': [0.37958332896232605]}
{'loss': [0.381256103515625], 'acc': [0.8722134828567505], 'val_loss': [0.4350816011428833], 'val_acc': [0.8527761101722717]}
{'loss': [0.32527485489845276], 'acc': [0.8903514742851257], 'val_loss': [0.45091450214385986], 'val_acc': [0.8516296148300171]}
{'loss': [0.5124151706695557], 'acc': [0.8342565894126892], 'val_loss': [0.39642924070358276], 'val_acc': [0.8682777881622314]}
{'loss': [0.5937978029251099], 'acc': [0.8158918023109436], 'val_loss': [0.9027566313743591], 'val_acc': [0.6204165816307068]}
{'loss': [0.3687262237071991], 'acc': [0.8790704607963562], 'val_loss': [0.47455206513404846], 'val_acc': [0.8481705188751221]}
{'loss': [0.4038107395172119], 'acc': [0.8520683646202087], 'val_loss': [0.4048900902271271], 'val_acc': [0.8569148778915405]}
{'loss': [0.6928576231002808], 'acc': [0.8687020540237427], 'val_loss': [0.30559203028678894], 'val_acc': [0.8968482613563538]}
{'loss': [0.3103712499141693], 'acc': [0.8916783332824707], 'val_loss': [0.47343209385871887], 'val_acc': [0.8553528189659119]}
{'loss': [9.608129501342773], 'acc': [0.7449814081192017], 'val_loss': [0.5442927479743958], 'val_acc': [0.8102096319198608]}
{'loss': [0.8598634600639343], 'acc': [0.7866575121879578], 'val_loss': [0.5867510437965393], 'val_acc': [0.8297162652015686]}
{'loss': [0.7667008638381958], 'acc': [0.7101799249649048], 'val_loss': [0.8996878862380981], 'val_acc': [0.6561412811279297]}
{'loss': [0.8686434030532837], 'acc': [0.6542423963546753], 'val_loss': [0.8091486096382141], 'val_acc': [0.6801815032958984]}
{'loss': [0.7137796878814697], 'acc': [0.7458781599998474], 'val_loss': [0.6811611652374268], 'val_acc': [0.7545795440673828]}
{'loss': [0.641991913318634], 'acc': [0.7607212662696838], 'val_loss': [0.4986746609210968], 'val_acc': [0.8196748495101929]}
{'loss': [1.5029488801956177], 'acc': [0.7486778497695923], 'val_loss': [0.5024316310882568], 'val_acc': [0.8618474006652832]}
{'loss': [0.4669879674911499], 'acc': [0.8462108373641968], 'val_loss': [0.4939035475254059], 'val_acc': [0.8448798060417175]}
{'loss': [0.4027322828769684], 'acc': [0.8673427104949951], 'val_loss': [0.49100208282470703], 'val_acc': [0.8240424990653992]}
{'loss': [0.42577841877937317], 'acc': [0.8526920676231384], 'val_loss': [0.44448673725128174], 'val_acc': [0.8242731094360352]}
{'loss': [0.32906755805015564], 'acc': [0.8875624537467957], 'val_loss': [0.45339053869247437], 'val_acc': [0.8187625408172607]}
{'loss': [0.3773941993713379], 'acc': [0.8728145956993103], 'val_loss': [0.6908690929412842], 'val_acc': [0.7739232778549194]}
{'loss': [0.31697532534599304], 'acc': [0.8940401673316956], 'val_loss': [0.6646780967712402], 'val_acc': [0.8105542659759521]}
{'loss': [0.39055246114730835], 'acc': [0.8771530985832214], 'val_loss': [0.4471261203289032], 'val_acc': [0.8579579591751099]}
{'loss': [0.35006222128868103], 'acc': [0.8789072036743164], 'val_loss': [0.5208263993263245], 'val_acc': [0.84618079662323]}
{'loss': [0.3613053262233734], 'acc': [0.8905833959579468], 'val_loss': [0.7421214580535889], 'val_acc': [0.6761960983276367]}
{'loss': [0.4240788221359253], 'acc': [0.8536927700042725], 'val_loss': [0.35577914118766785], 'val_acc': [0.8815520405769348]}
{'loss': [3.811380624771118], 'acc': [0.779188334941864], 'val_loss': [0.6382230520248413], 'val_acc': [0.8169932961463928]}
{'loss': [0.5461999773979187], 'acc': [0.8236368298530579], 'val_loss': [0.6404060125350952], 'val_acc': [0.7752342224121094]}
{'loss': [34.8671989440918], 'acc': [0.7211213111877441], 'val_loss': [0.7559846639633179], 'val_acc': [0.740693986415863]}
{'loss': [0.6952982544898987], 'acc': [0.7644856572151184], 'val_loss': [0.5722286701202393], 'val_acc': [0.8503341674804688]}
{'loss': [0.5660470128059387], 'acc': [0.8269234895706177], 'val_loss': [0.4853360652923584], 'val_acc': [0.8492760062217712]}
