{'loss': [1.0462714433670044], 'acc': [0.5244013667106628], 'val_loss': [0.7867471575737], 'val_acc': [0.6530649662017822]}
{'loss': [0.6111324429512024], 'acc': [0.7426972985267639], 'val_loss': [0.9060906767845154], 'val_acc': [0.643458366394043]}
{'loss': [0.44825711846351624], 'acc': [0.8217418789863586], 'val_loss': [0.9744110107421875], 'val_acc': [0.6472355127334595]}
{'loss': [0.36085399985313416], 'acc': [0.8594847917556763], 'val_loss': [1.073261022567749], 'val_acc': [0.6554850935935974]}
{'loss': [0.3020712733268738], 'acc': [0.8845764994621277], 'val_loss': [1.2864857912063599], 'val_acc': [0.6216427683830261]}
{'loss': [0.26356378197669983], 'acc': [0.9009312987327576], 'val_loss': [1.268125057220459], 'val_acc': [0.6411841511726379]}
{'loss': [0.23272912204265594], 'acc': [0.9138702750205994], 'val_loss': [1.5003066062927246], 'val_acc': [0.6039267182350159]}
{'loss': [0.2073792815208435], 'acc': [0.9247721433639526], 'val_loss': [1.5303738117218018], 'val_acc': [0.6276749968528748]}
{'loss': [0.1884620040655136], 'acc': [0.9326543211936951], 'val_loss': [1.4063076972961426], 'val_acc': [0.6582828164100647]}
{'loss': [0.17188096046447754], 'acc': [0.9393354058265686], 'val_loss': [1.6196184158325195], 'val_acc': [0.6274914741516113]}
