{'loss': [0.6458687782287598], 'acc': [0.733412504196167], 'val_loss': [1.0155035257339478], 'val_acc': [0.49440452456474304]}
{'loss': [0.5916877388954163], 'acc': [0.757881760597229], 'val_loss': [0.9563440084457397], 'val_acc': [0.5749384164810181]}
{'loss': [0.5670033097267151], 'acc': [0.7689777612686157], 'val_loss': [1.0201232433319092], 'val_acc': [0.539855420589447]}
{'loss': [0.5396961569786072], 'acc': [0.7816939353942871], 'val_loss': [0.9602039456367493], 'val_acc': [0.5715958476066589]}
{'loss': [0.5223150253295898], 'acc': [0.7894639372825623], 'val_loss': [1.0973708629608154], 'val_acc': [0.539728581905365]}
{'loss': [0.5001994371414185], 'acc': [0.799660325050354], 'val_loss': [1.0852588415145874], 'val_acc': [0.5684648156166077]}
{'loss': [0.4949806034564972], 'acc': [0.8025387525558472], 'val_loss': [1.0321444272994995], 'val_acc': [0.5905749797821045]}
{'loss': [0.48110997676849365], 'acc': [0.8088704347610474], 'val_loss': [1.0745091438293457], 'val_acc': [0.5427302122116089]}
{'loss': [0.4607284665107727], 'acc': [0.818479061126709], 'val_loss': [0.988297700881958], 'val_acc': [0.5989977121353149]}
{'loss': [0.44086694717407227], 'acc': [0.8280214667320251], 'val_loss': [0.8846701979637146], 'val_acc': [0.6612038016319275]}
{'loss': [0.44438788294792175], 'acc': [0.8271715641021729], 'val_loss': [1.3531088829040527], 'val_acc': [0.5467351675033569]}
{'loss': [0.4243561029434204], 'acc': [0.8351238965988159], 'val_loss': [0.8988907933235168], 'val_acc': [0.6515082716941833]}
{'loss': [0.4163290858268738], 'acc': [0.8391944766044617], 'val_loss': [1.3635796308517456], 'val_acc': [0.5955219864845276]}
{'loss': [0.4037627577781677], 'acc': [0.8454874157905579], 'val_loss': [1.008691668510437], 'val_acc': [0.6332399249076843]}
{'loss': [0.4014621675014496], 'acc': [0.8459143042564392], 'val_loss': [1.077761173248291], 'val_acc': [0.5942012071609497]}
{'loss': [0.38846197724342346], 'acc': [0.8516554832458496], 'val_loss': [1.1310313940048218], 'val_acc': [0.6133193373680115]}
{'loss': [0.3790728449821472], 'acc': [0.8563315272331238], 'val_loss': [1.094000220298767], 'val_acc': [0.6424627900123596]}
{'loss': [0.37832722067832947], 'acc': [0.8566969037055969], 'val_loss': [1.2498914003372192], 'val_acc': [0.6213127374649048]}
{'loss': [0.36955562233924866], 'acc': [0.8608487248420715], 'val_loss': [1.1252291202545166], 'val_acc': [0.6080165505409241]}
{'loss': [0.3596365749835968], 'acc': [0.8648312091827393], 'val_loss': [1.1598083972930908], 'val_acc': [0.6331544518470764]}
