{'loss': [1.167084813117981], 'acc': [0.47072160243988037], 'val_loss': [0.8876755833625793], 'val_acc': [0.611012876033783]}
{'loss': [0.6413487792015076], 'acc': [0.7240706086158752], 'val_loss': [0.8501240015029907], 'val_acc': [0.6359628438949585]}
{'loss': [0.5294589996337891], 'acc': [0.7775213718414307], 'val_loss': [0.8698055148124695], 'val_acc': [0.6501621007919312]}
{'loss': [0.45735710859298706], 'acc': [0.8118739724159241], 'val_loss': [0.9629273414611816], 'val_acc': [0.6514750719070435]}
{'loss': [0.4043143689632416], 'acc': [0.8365761637687683], 'val_loss': [1.0871182680130005], 'val_acc': [0.6575906872749329]}
{'loss': [0.36354073882102966], 'acc': [0.8548789620399475], 'val_loss': [1.1557446718215942], 'val_acc': [0.6420526504516602]}
{'loss': [0.33194050192832947], 'acc': [0.8684996366500854], 'val_loss': [1.2184988260269165], 'val_acc': [0.637218713760376]}
{'loss': [0.3063591420650482], 'acc': [0.879019021987915], 'val_loss': [1.098666787147522], 'val_acc': [0.6500161290168762]}
{'loss': [0.28598037362098694], 'acc': [0.8887184858322144], 'val_loss': [1.3056161403656006], 'val_acc': [0.6409462094306946]}
{'loss': [0.26618632674217224], 'acc': [0.8973127603530884], 'val_loss': [1.3520420789718628], 'val_acc': [0.6369081735610962]}
{'loss': [0.2489953488111496], 'acc': [0.9044676423072815], 'val_loss': [1.373571515083313], 'val_acc': [0.6373882293701172]}
{'loss': [0.23242583870887756], 'acc': [0.9114916920661926], 'val_loss': [1.3756085634231567], 'val_acc': [0.6452180743217468]}
{'loss': [0.21688368916511536], 'acc': [0.9179275631904602], 'val_loss': [1.3806992769241333], 'val_acc': [0.6514678597450256]}
{'loss': [0.2027241289615631], 'acc': [0.923760175704956], 'val_loss': [1.3825410604476929], 'val_acc': [0.6545248031616211]}
{'loss': [0.1891360878944397], 'acc': [0.9299330711364746], 'val_loss': [1.5256476402282715], 'val_acc': [0.6533454060554504]}
