{'loss': [1.1938059329986572], 'acc': [0.529232382774353], 'val_loss': [0.8097574710845947], 'val_acc': [0.6362553238868713]}
{'loss': [0.9056060910224915], 'acc': [0.6033576726913452], 'val_loss': [0.8512060046195984], 'val_acc': [0.6027312278747559]}
{'loss': [0.8741431832313538], 'acc': [0.6167142987251282], 'val_loss': [0.8302884697914124], 'val_acc': [0.6008217930793762]}
{'loss': [0.7796938419342041], 'acc': [0.6549289226531982], 'val_loss': [1.0216649770736694], 'val_acc': [0.5361995697021484]}
{'loss': [0.7416284680366516], 'acc': [0.6730939745903015], 'val_loss': [0.8501093983650208], 'val_acc': [0.5943555235862732]}
{'loss': [0.701570451259613], 'acc': [0.6934360861778259], 'val_loss': [0.8508152961730957], 'val_acc': [0.6183058619499207]}
{'loss': [0.6627532839775085], 'acc': [0.7116988897323608], 'val_loss': [0.8452814221382141], 'val_acc': [0.6083806157112122]}
{'loss': [0.6370448470115662], 'acc': [0.7256070375442505], 'val_loss': [0.8363754153251648], 'val_acc': [0.6242148280143738]}
{'loss': [0.613415539264679], 'acc': [0.7372538447380066], 'val_loss': [0.9342663288116455], 'val_acc': [0.6079517602920532]}
{'loss': [0.6055964231491089], 'acc': [0.7422060370445251], 'val_loss': [0.8077810406684875], 'val_acc': [0.6528661251068115]}
{'loss': [0.56767737865448], 'acc': [0.7603434324264526], 'val_loss': [0.7207685708999634], 'val_acc': [0.6838583946228027]}
{'loss': [0.5513575077056885], 'acc': [0.7701681852340698], 'val_loss': [0.8303384184837341], 'val_acc': [0.6413138508796692]}
{'loss': [0.5365293622016907], 'acc': [0.7766162753105164], 'val_loss': [1.032371163368225], 'val_acc': [0.6056294441223145]}
{'loss': [0.5239841341972351], 'acc': [0.7827131152153015], 'val_loss': [0.9178398251533508], 'val_acc': [0.6418708562850952]}
{'loss': [0.49933964014053345], 'acc': [0.7947936654090881], 'val_loss': [0.7797371745109558], 'val_acc': [0.6813011765480042]}
{'loss': [0.4918740689754486], 'acc': [0.7993402481079102], 'val_loss': [0.8158078193664551], 'val_acc': [0.6581481695175171]}
{'loss': [0.47352108359336853], 'acc': [0.8074377775192261], 'val_loss': [0.9229146838188171], 'val_acc': [0.6549583673477173]}
