ipt,x,y,z
-1.0,0.9734296202659607,-0.08805009722709656,0.7847787141799927
-0.12770137524557956,0.8489310145378113,0.04015355184674263,0.8027978539466858
0.45879732739420936,0.6916925311088562,0.73175448179245,0.5813790559768677
0.7884187082405345,0.6264248490333557,0.8639604449272156,0.4980064332485199
-0.6895874263261297,0.9897811412811279,-0.19411739706993103,0.9734304547309875
0.06829992576095026,0.699596643447876,0.5731216669082642,0.4699240028858185
0.5760950259836675,0.6791641116142273,0.5654911398887634,0.46612417697906494
0.9057164068299925,0.6462909579277039,0.6351845860481262,0.32761046290397644
-0.4137291280148423,0.8995068669319153,0.056809961795806885,0.685779869556427
0.3492786636294609,0.6680327653884888,0.5590213537216187,0.5666620135307312
0.686408504176158,0.6543322205543518,0.7736968398094177,0.5380132794380188
-0.9443413729128015,0.9637315273284912,-0.07705432921648026,0.7389398813247681
-0.12059369202226344,0.6933692693710327,0.4806487262248993,0.6053423881530762
0.46924829157175396,0.6385864615440369,0.645966649055481,0.3115637004375458
0.806378132118451,0.604536771774292,0.555644690990448,0.2433740496635437
-0.6695957820738137,0.9665922522544861,-0.07615257054567337,0.7745578289031982
0.048174048174048176,0.6197868585586548,0.6502076387405396,0.3169495761394501
0.5796425796425796,0.5834345817565918,0.8873409628868103,0.40439513325691223
0.9246309246309247,0.6640454530715942,0.574331521987915,0.4199598729610443
-0.3919156414762741,0.9118787050247192,0.054248224943876266,0.8939081430435181
0.35742035742035744,0.4499353766441345,0.7690896391868591,0.2269294410943985
0.7024087024087025,0.600622296333313,0.5813956260681152,0.23548467457294464
-0.888682745825603,0.9340896010398865,-0.021029049530625343,0.9092779159545898
-0.06493506493506496,0.8633118867874146,-0.03230370208621025,0.8851355910301208
0.4920273348519362,0.5893601179122925,0.7601692080497742,0.39753320813179016
0.8291571753986332,0.569974958896637,0.7337951064109802,0.3125379979610443
-0.5955473098330242,0.8877931833267212,-0.07804478704929352,0.6910699605941772
0.0926347760060744,0.6561756134033203,0.4601455330848694,0.6364885568618774
0.6119969627942293,0.6630433201789856,0.6390256285667419,0.33707308769226074
0.9491268033409264,0.7142890691757202,0.3965427577495575,0.6439946889877319
-0.3391915641476274,0.7625615000724792,0.2736658751964569,0.6569437980651855
0.38073038073038074,0.6524328589439392,0.58218914270401,0.39621609449386597
0.7257187257187258,0.6072759032249451,0.5678727626800537,0.24777866899967194
-0.8418277680140598,0.9195520281791687,0.025609994307160378,0.8680843114852905
-0.061511423550087874,0.6490043997764587,0.523439884185791,0.6766576766967773
0.5034965034965035,0.626676619052887,0.5826268196105957,0.6802632808685303
0.8484848484848485,0.651684045791626,0.4559590220451355,0.3905283510684967
-0.5859766277128547,0.9048331379890442,0.05399785563349724,0.8994511365890503
0.07319013524264122,0.6489678621292114,0.5460333824157715,0.5014575123786926
0.6173428798727129,0.41077175736427307,0.9668525457382202,0.13019238412380219
0.9705648369132857,0.641361653804779,0.5369806289672852,0.6702377200126648
-0.24675324675324672,0.8065330982208252,0.2112099677324295,0.6933351755142212
0.4176157934700076,0.5579594969749451,0.6755973100662231,0.4442971646785736
0.7547456340167046,0.37449848651885986,0.9170708656311035,0.2123539000749588
-0.8258345428156749,0.8238891363143921,0.16137313842773438,0.7096136808395386
-0.181422351233672,0.7402361631393433,0.37061941623687744,0.6698176264762878
0.4781491002570694,0.6174909472465515,0.7144207954406738,0.2937421500682831
0.8586118251928021,0.621279239654541,0.8374069333076477,0.39734917879104614
-0.5781487101669196,0.8696457743644714,0.040864646434783936,0.7665454745292664
0.252297410192147,0.6982405781745911,0.4227391183376312,0.4831249415874481
0.6232247284878863,0.5512920022010803,0.7646274566650391,0.41284501552581787
0.9941520467836257,0.5978648066520691,0.8967142105102539,0.34237077832221985
-0.3068362480127186,0.6970473527908325,0.5836860537528992,0.5420937538146973
0.3993480032599837,0.6829536557197571,0.40182122588157654,0.4849381744861603
0.7612061939690301,0.42677175998687744,0.8886642456054688,0.12788748741149902
-0.7723823975720789,0.8864002823829651,-0.12290797382593155,0.7942866683006287
-0.09863429438543247,0.7127232551574707,0.4870281517505646,0.6418233513832092
0.5162907268170426,0.5246914029121399,0.8011566400527954,0.2285790741443634
0.8872180451127819,0.655562162399292,0.4495890736579895,0.4296764135360718
-0.5103338632750398,0.8516390323638916,0.026159152388572693,0.8750043511390686
0.29502852485737574,0.5555459856987,0.7086888551712036,0.5101655125617981
0.6568867155664222,0.5142615437507629,0.7343518733978271,0.2569635808467865
-0.9666160849772383,0.9315892457962036,-0.2537315785884857,0.7912740111351013
-0.2928679817905918,0.8607829809188843,0.08188724517822266,0.7365720272064209
0.4093567251461988,0.5676841139793396,0.7023520469665527,0.5092751979827881
0.7802840434419381,0.5486323833465576,0.9089463949203491,0.36461204290390015
-0.8284080076263107,0.9148908257484436,0.07125221192836761,0.7246853709220886
-0.40514775977121065,0.8835020065307617,0.06799674779176712,0.7123985886573792
0.31970260223048325,0.4602685272693634,0.8528853058815002,0.19724169373512268
0.8698884758364313,0.6261742115020752,0.48644039034843445,0.5842174887657166
-0.6952209197475203,0.8692318201065063,0.12560227513313293,0.681083083152771
-0.07844905320108209,0.751600980758667,0.4237798750400543,0.6279444098472595
0.47657295850066933,0.633878231048584,0.5031108260154724,0.5364876985549927
-0.9518072289156626,0.9429710507392883,-0.14186635613441467,1.0
-0.5403151065801668,0.8224026560783386,0.13866077363491058,0.7313904166221619
0.1287001287001287,0.5483701229095459,0.6566041707992554,0.3192254304885864
0.7001287001287001,0.43533357977867126,0.7603777050971985,0.20031388103961945
-0.8053753475440222,0.8762712478637695,-0.05835301801562309,0.7785754203796387
-0.39388322520852637,0.7021278738975525,0.43207848072052,0.6846807599067688
0.33204633204633205,0.40340179204940796,0.9399242997169495,0.2731381058692932
0.9034749034749034,0.6964269876480103,0.40449100732803345,0.6333082318305969
-0.6681695220919748,0.9353874325752258,0.026035238057374954,0.9146370887756348
-0.05139765554553655,0.796719491481781,0.22530654072761536,0.6926721334457397
0.5167336010709505,0.44946566224098206,0.6574882864952087,0.2997247278690338
-0.9195289499509323,0.934394121170044,-0.08990993350744247,0.9667248129844666
-0.48380765456329733,0.8663922548294067,0.12408559024333954,0.6806014180183411
0.2270011947431302,0.6984248161315918,0.5318976640701294,0.5564025044441223
0.7574671445639187,0.5873077511787415,0.8128893971443176,0.4026227593421936
-0.7033374536464772,0.8818614482879639,0.00580447306856513,0.7373982667922974
-0.15451174289245984,0.857433021068573,-0.04475328326225281,0.7706483006477356
0.1495766698024459,0.6851058602333069,0.6218907833099365,0.4989817440509796
0.45672624647224835,0.5948026776313782,0.8930622339248657,0.4162340760231018
0.6655691439322672,0.6167264580726624,0.842998206615448,0.4145970642566681
0.874412041392286,0.5856480598449707,0.8735378980636597,0.37681257724761963
-0.7740693196405648,0.9145182967185974,-0.1616116762161255,0.6977577209472656
-0.20410783055198978,0.9788535237312317,-0.03283483907580376,0.8023478984832764
0.13172541743970315,0.6605145931243896,0.5448227524757385,0.4409758746623993
0.43460111317254174,0.6468641757965088,0.5175037384033203,0.35214415192604065
0.6405380333951762,0.7134257555007935,0.5004979968070984,0.6356443166732788
0.8464749536178108,0.6730672121047974,0.6289130449295044,0.5907167196273804
-0.8504672897196262,0.9716381430625916,-0.2886431813240051,0.9209442734718323
-0.2576769025367156,0.8406574130058289,0.11899428069591522,0.6986764073371887
0.11436413540713632,0.6783957481384277,0.5335330367088318,0.4340527355670929
0.4130832570905764,0.7108021378517151,0.6278815269470215,0.6142578125
0.6161939615736505,0.7163864970207214,0.43412157893180847,0.5826727151870728
0.8193046660567246,0.6604477167129517,0.5597944259643555,0.5385181307792664
-0.9359145527369827,0.9444435834884644,-0.1506081074476242,0.6731157898902893
-0.3431241655540721,0.8760145306587219,-0.10750481486320496,0.8504288792610168
0.08508691674290943,0.6587083339691162,0.5078577995300293,0.3284189999103546
0.38380603842634947,0.7414295673370361,0.3903527855873108,0.6018041968345642
0.5869167429094236,0.6554519534111023,0.4968024492263794,0.43296223878860474
0.7900274473924978,0.69436115026474,0.6005654335021973,0.571897029876709
0.9931381518755719,0.48536157608032227,0.6826673746109009,0.1286938190460205
-0.45057766367137353,0.9393795728683472,-0.027419084683060646,0.6823864579200745
0.04267161410018553,0.7405920028686523,0.4101463854312897,0.6254832744598389
0.3455473098330241,0.7263178825378418,0.5574896335601807,0.6152156591415405
0.5514842300556586,0.7099593877792358,0.6304525136947632,0.611178457736969
0.7574211502782932,0.6261752843856812,0.8245381712913513,0.444860577583313
0.9633580705009277,0.4558098018169403,0.8549841046333313,0.20962274074554443
