{'loss': [1.2407621145248413], 'acc': [0.45687204599380493], 'val_loss': [0.8064558506011963], 'val_acc': [0.659439206123352]}
{'loss': [0.699790894985199], 'acc': [0.7012725472450256], 'val_loss': [1.0161983966827393], 'val_acc': [0.6983204483985901]}
{'loss': [0.6109634637832642], 'acc': [0.7419456839561462], 'val_loss': [0.7231873273849487], 'val_acc': [0.6802307367324829]}
{'loss': [0.5231101512908936], 'acc': [0.781978189945221], 'val_loss': [0.7175132632255554], 'val_acc': [0.6883877515792847]}
{'loss': [0.4780884087085724], 'acc': [0.8047001957893372], 'val_loss': [0.7348494529724121], 'val_acc': [0.6686186790466309]}
{'loss': [0.40836477279663086], 'acc': [0.8347092270851135], 'val_loss': [0.7235235571861267], 'val_acc': [0.7060334086418152]}
{'loss': [0.3570360541343689], 'acc': [0.8575039505958557], 'val_loss': [0.8307353854179382], 'val_acc': [0.67806077003479]}
{'loss': [0.310681015253067], 'acc': [0.8776918649673462], 'val_loss': [0.8819454908370972], 'val_acc': [0.6778760552406311]}
{'loss': [0.27630385756492615], 'acc': [0.8923049569129944], 'val_loss': [1.0339945554733276], 'val_acc': [0.6610246896743774]}
{'loss': [0.24414187669754028], 'acc': [0.9063642621040344], 'val_loss': [0.9618005156517029], 'val_acc': [0.6798198223114014]}
