{'loss': [1.6481983661651611], 'acc': [0.3407270610332489], 'val_loss': [1.239331841468811], 'val_acc': [0.4450931251049042]}
{'loss': [1.1657443046569824], 'acc': [0.486971914768219], 'val_loss': [1.0080877542495728], 'val_acc': [0.5433340072631836]}
{'loss': [1.047186017036438], 'acc': [0.5442284345626831], 'val_loss': [0.9806708693504333], 'val_acc': [0.5811505317687988]}
{'loss': [0.9953956007957458], 'acc': [0.5672698616981506], 'val_loss': [1.041621446609497], 'val_acc': [0.5298240780830383]}
{'loss': [0.9518930315971375], 'acc': [0.5833027958869934], 'val_loss': [0.9828680157661438], 'val_acc': [0.5716435313224792]}
{'loss': [0.9082925915718079], 'acc': [0.6000986099243164], 'val_loss': [1.0674105882644653], 'val_acc': [0.5280910730361938]}
{'loss': [0.875645101070404], 'acc': [0.6118779182434082], 'val_loss': [0.8968155980110168], 'val_acc': [0.6037301421165466]}
{'loss': [0.8426154851913452], 'acc': [0.6243446469306946], 'val_loss': [0.9284315705299377], 'val_acc': [0.5897309184074402]}
{'loss': [0.8044949173927307], 'acc': [0.6407511234283447], 'val_loss': [1.0056324005126953], 'val_acc': [0.5517640709877014]}
{'loss': [0.7690606713294983], 'acc': [0.6542953848838806], 'val_loss': [0.9294592142105103], 'val_acc': [0.5946024060249329]}
{'loss': [0.7460060119628906], 'acc': [0.6638262271881104], 'val_loss': [1.091341495513916], 'val_acc': [0.5512889623641968]}
{'loss': [0.7230100035667419], 'acc': [0.6741451025009155], 'val_loss': [1.1291202306747437], 'val_acc': [0.5120818018913269]}
{'loss': [0.7038545608520508], 'acc': [0.6823240518569946], 'val_loss': [0.9867181181907654], 'val_acc': [0.5751047134399414]}
{'loss': [0.6942790746688843], 'acc': [0.6860907673835754], 'val_loss': [1.6630134582519531], 'val_acc': [0.5214384198188782]}
{'loss': [0.669996976852417], 'acc': [0.6986972689628601], 'val_loss': [1.1287729740142822], 'val_acc': [0.5498146414756775]}
{'loss': [0.6521553993225098], 'acc': [0.7055090069770813], 'val_loss': [1.412490725517273], 'val_acc': [0.48390480875968933]}
{'loss': [0.6427220702171326], 'acc': [0.7110292315483093], 'val_loss': [1.520048975944519], 'val_acc': [0.48751330375671387]}
{'loss': [0.6324514746665955], 'acc': [0.7173503637313843], 'val_loss': [1.4138684272766113], 'val_acc': [0.5507823824882507]}
{'loss': [0.6115544438362122], 'acc': [0.7278098464012146], 'val_loss': [0.892159640789032], 'val_acc': [0.6245156526565552]}
{'loss': [0.6076812744140625], 'acc': [0.7289590239524841], 'val_loss': [1.2671579122543335], 'val_acc': [0.5852603316307068]}
{'loss': [0.5970514416694641], 'acc': [0.7351812124252319], 'val_loss': [0.9494847655296326], 'val_acc': [0.599579930305481]}
{'loss': [0.5815950632095337], 'acc': [0.7429051399230957], 'val_loss': [1.0524564981460571], 'val_acc': [0.6076264977455139]}
{'loss': [0.5725205540657043], 'acc': [0.747082531452179], 'val_loss': [1.3246082067489624], 'val_acc': [0.565112829208374]}
