{'loss': [0.7707931995391846], 'acc': [0.6751202344894409], 'val_loss': [0.9213935136795044], 'val_acc': [0.5244715213775635]}
{'loss': [0.7072242498397827], 'acc': [0.7029528617858887], 'val_loss': [1.017870545387268], 'val_acc': [0.4730291962623596]}
{'loss': [0.6760234832763672], 'acc': [0.7172777652740479], 'val_loss': [1.028438687324524], 'val_acc': [0.47002965211868286]}
{'loss': [0.6543662548065186], 'acc': [0.7275503277778625], 'val_loss': [1.1284446716308594], 'val_acc': [0.4448350667953491]}
{'loss': [0.6302945613861084], 'acc': [0.740118145942688], 'val_loss': [1.2376147508621216], 'val_acc': [0.4450542628765106]}
{'loss': [0.6117775440216064], 'acc': [0.7481995224952698], 'val_loss': [1.4113044738769531], 'val_acc': [0.44108229875564575]}
{'loss': [0.5950044989585876], 'acc': [0.7555049061775208], 'val_loss': [1.5973396301269531], 'val_acc': [0.4338737726211548]}
{'loss': [0.5792682766914368], 'acc': [0.7625650763511658], 'val_loss': [1.5177924633026123], 'val_acc': [0.4386209547519684]}
{'loss': [0.5700162053108215], 'acc': [0.767397940158844], 'val_loss': [1.6943646669387817], 'val_acc': [0.4337160289287567]}
{'loss': [0.5525196194648743], 'acc': [0.7764689326286316], 'val_loss': [1.9066044092178345], 'val_acc': [0.4078814685344696]}
{'loss': [0.5435057878494263], 'acc': [0.779995322227478], 'val_loss': [1.6544581651687622], 'val_acc': [0.43061596155166626]}
{'loss': [0.5297706723213196], 'acc': [0.7870634198188782], 'val_loss': [1.902302861213684], 'val_acc': [0.3973272740840912]}
{'loss': [0.519496738910675], 'acc': [0.7921679615974426], 'val_loss': [1.625070571899414], 'val_acc': [0.39385947585105896]}
{'loss': [0.5186746120452881], 'acc': [0.7926550507545471], 'val_loss': [1.323883295059204], 'val_acc': [0.4153076410293579]}
{'loss': [0.5030733942985535], 'acc': [0.8009313344955444], 'val_loss': [1.319494366645813], 'val_acc': [0.41442418098449707]}
{'loss': [0.5032013654708862], 'acc': [0.8010064363479614], 'val_loss': [1.168434739112854], 'val_acc': [0.4446747303009033]}
{'loss': [0.5098356008529663], 'acc': [0.7989696860313416], 'val_loss': [1.3596607446670532], 'val_acc': [0.4433603286743164]}
{'loss': [0.4773133397102356], 'acc': [0.8140067458152771], 'val_loss': [1.4503697156906128], 'val_acc': [0.3940114974975586]}
{'loss': [0.48093634843826294], 'acc': [0.8118054270744324], 'val_loss': [1.1711665391921997], 'val_acc': [0.5893192291259766]}
{'loss': [0.4757139980792999], 'acc': [0.8154160380363464], 'val_loss': [1.3555775880813599], 'val_acc': [0.37531498074531555]}
