{'loss': [0.9880723357200623], 'acc': [0.6125481128692627], 'val_loss': [63.864471435546875], 'val_acc': [0.5734859108924866]}
{'loss': [0.7375091910362244], 'acc': [0.7058689594268799], 'val_loss': [6.065912246704102], 'val_acc': [0.6005589365959167]}
{'loss': [0.6618456244468689], 'acc': [0.7326708436012268], 'val_loss': [1.822499394416809], 'val_acc': [0.6557614207267761]}
{'loss': [0.5859243273735046], 'acc': [0.7634832262992859], 'val_loss': [1.0303646326065063], 'val_acc': [0.5655893683433533]}
{'loss': [0.5676925778388977], 'acc': [0.7712844610214233], 'val_loss': [0.9248458743095398], 'val_acc': [0.5931864976882935]}
{'loss': [0.5210467576980591], 'acc': [0.7925247550010681], 'val_loss': [1.2901469469070435], 'val_acc': [0.5632909536361694]}
{'loss': [0.4858599603176117], 'acc': [0.8078333735466003], 'val_loss': [0.8754109740257263], 'val_acc': [0.6162294149398804]}
{'loss': [0.4632837176322937], 'acc': [0.8171627521514893], 'val_loss': [1.1741507053375244], 'val_acc': [0.5629674792289734]}
{'loss': [0.43797698616981506], 'acc': [0.8278721570968628], 'val_loss': [1.0339843034744263], 'val_acc': [0.6182552576065063]}
{'loss': [0.42357903718948364], 'acc': [0.8349093794822693], 'val_loss': [0.982840359210968], 'val_acc': [0.6315158605575562]}
{'loss': [0.4082486629486084], 'acc': [0.8414149880409241], 'val_loss': [0.8876442313194275], 'val_acc': [0.6178353428840637]}
{'loss': [0.3874318599700928], 'acc': [0.8498961925506592], 'val_loss': [0.9653596878051758], 'val_acc': [0.6170258522033691]}
{'loss': [0.3754592537879944], 'acc': [0.8548117280006409], 'val_loss': [1.8501379489898682], 'val_acc': [0.614652693271637]}
{'loss': [0.3707704544067383], 'acc': [0.8578010201454163], 'val_loss': [1.0906144380569458], 'val_acc': [0.6088415384292603]}
{'loss': [0.35580572485923767], 'acc': [0.8630825877189636], 'val_loss': [1.0811476707458496], 'val_acc': [0.6056370139122009]}
{'loss': [0.3373718559741974], 'acc': [0.8707705736160278], 'val_loss': [1.2628484964370728], 'val_acc': [0.5296621918678284]}
{'loss': [0.3392268717288971], 'acc': [0.8698691129684448], 'val_loss': [1.3112151622772217], 'val_acc': [0.6056658029556274]}
{'loss': [0.3183250427246094], 'acc': [0.8783634901046753], 'val_loss': [1.562111258506775], 'val_acc': [0.5809469223022461]}
{'loss': [0.31851887702941895], 'acc': [0.8784757256507874], 'val_loss': [1.203254222869873], 'val_acc': [0.6138362288475037]}
{'loss': [0.3098475933074951], 'acc': [0.8813796639442444], 'val_loss': [1.2036679983139038], 'val_acc': [0.6168588399887085]}
{'loss': [0.30520105361938477], 'acc': [0.8834008574485779], 'val_loss': [1.3302627801895142], 'val_acc': [0.5741197466850281]}
{'loss': [0.3052213490009308], 'acc': [0.8835220336914062], 'val_loss': [1.4577229022979736], 'val_acc': [0.5807214379310608]}
{'loss': [0.28551188111305237], 'acc': [0.8906117677688599], 'val_loss': [1.708442211151123], 'val_acc': [0.519305944442749]}
{'loss': [0.291709303855896], 'acc': [0.8896034359931946], 'val_loss': [1.3599752187728882], 'val_acc': [0.5895204544067383]}
{'loss': [0.28618237376213074], 'acc': [0.8911362290382385], 'val_loss': [1.4090443849563599], 'val_acc': [0.5877354741096497]}
{'loss': [0.29377588629722595], 'acc': [0.8889844417572021], 'val_loss': [1.3270610570907593], 'val_acc': [0.6111586689949036]}
{'loss': [0.28001508116722107], 'acc': [0.8935492038726807], 'val_loss': [1.42817223072052], 'val_acc': [0.603476881980896]}
{'loss': [0.26803290843963623], 'acc': [0.8973209261894226], 'val_loss': [1.3836532831192017], 'val_acc': [0.6055309772491455]}
{'loss': [0.2857609987258911], 'acc': [0.8919644951820374], 'val_loss': [1.2406481504440308], 'val_acc': [0.5955974459648132]}
{'loss': [0.2566113770008087], 'acc': [0.9019821286201477], 'val_loss': [1.397739291191101], 'val_acc': [0.5939223766326904]}
