{'loss': [0.7933675050735474], 'acc': [0.6442176699638367], 'val_loss': [1.033431887626648], 'val_acc': [0.5717085599899292]}
{'loss': [0.5126069188117981], 'acc': [0.7865738868713379], 'val_loss': [1.1020128726959229], 'val_acc': [0.5934280753135681]}
{'loss': [0.3883349299430847], 'acc': [0.8446323871612549], 'val_loss': [1.3479632139205933], 'val_acc': [0.6040219664573669]}
{'loss': [0.3150569498538971], 'acc': [0.8767844438552856], 'val_loss': [1.562193751335144], 'val_acc': [0.594023585319519]}
{'loss': [0.2653690278530121], 'acc': [0.8974271416664124], 'val_loss': [1.7168564796447754], 'val_acc': [0.6023876070976257]}
{'loss': [0.2270621955394745], 'acc': [0.9135611057281494], 'val_loss': [1.7573152780532837], 'val_acc': [0.5964098572731018]}
{'loss': [0.19798944890499115], 'acc': [0.9249915480613708], 'val_loss': [1.7313028573989868], 'val_acc': [0.603691816329956]}
{'loss': [0.17689822614192963], 'acc': [0.9340561032295227], 'val_loss': [2.0895795822143555], 'val_acc': [0.6086337566375732]}
{'loss': [0.15944261848926544], 'acc': [0.9407269954681396], 'val_loss': [1.7992225885391235], 'val_acc': [0.628005862236023]}
{'loss': [0.14426328241825104], 'acc': [0.946992814540863], 'val_loss': [1.6694146394729614], 'val_acc': [0.6249080300331116]}
