{'loss': [1.5664892196655273], 'acc': [0.3188362717628479], 'val_loss': [1.33562171459198], 'val_acc': [0.2985526919364929]}
{'loss': [1.3298110961914062], 'acc': [0.346429705619812], 'val_loss': [1.3351147174835205], 'val_acc': [0.29084423184394836]}
{'loss': [1.3209794759750366], 'acc': [0.3553507328033447], 'val_loss': [1.3452622890472412], 'val_acc': [0.292339950799942]}
{'loss': [1.3110157251358032], 'acc': [0.37009960412979126], 'val_loss': [1.935197114944458], 'val_acc': [0.17125479876995087]}
{'loss': [1.3017032146453857], 'acc': [0.3803982436656952], 'val_loss': [1.5084072351455688], 'val_acc': [0.3366229832172394]}
{'loss': [1.2467821836471558], 'acc': [0.4351341128349304], 'val_loss': [1.2726296186447144], 'val_acc': [0.4321357309818268]}
{'loss': [1.149814248085022], 'acc': [0.49651846289634705], 'val_loss': [1.0991438627243042], 'val_acc': [0.5049818158149719]}
{'loss': [1.0846362113952637], 'acc': [0.5288565754890442], 'val_loss': [1.040053129196167], 'val_acc': [0.5437421798706055]}
{'loss': [1.0273081064224243], 'acc': [0.5543214678764343], 'val_loss': [0.9960309863090515], 'val_acc': [0.562412679195404]}
{'loss': [0.9806762337684631], 'acc': [0.5735368728637695], 'val_loss': [1.0027189254760742], 'val_acc': [0.5844815969467163]}
{'loss': [0.9413174986839294], 'acc': [0.5897769927978516], 'val_loss': [1.0534054040908813], 'val_acc': [0.560312807559967]}
{'loss': [0.9193752408027649], 'acc': [0.597907543182373], 'val_loss': [1.1244837045669556], 'val_acc': [0.5606141686439514]}
{'loss': [0.8983114361763], 'acc': [0.6053913235664368], 'val_loss': [1.2587339878082275], 'val_acc': [0.5349088311195374]}
{'loss': [0.8796777725219727], 'acc': [0.6129566431045532], 'val_loss': [1.3161816596984863], 'val_acc': [0.5170506238937378]}
{'loss': [0.863175630569458], 'acc': [0.6206136345863342], 'val_loss': [1.2018316984176636], 'val_acc': [0.5721683502197266]}
{'loss': [0.8527982831001282], 'acc': [0.6220095157623291], 'val_loss': [1.4476573467254639], 'val_acc': [0.4778543710708618]}
{'loss': [0.8417026400566101], 'acc': [0.6266400218009949], 'val_loss': [1.424933910369873], 'val_acc': [0.5317848920822144]}
{'loss': [0.8290677666664124], 'acc': [0.6310185194015503], 'val_loss': [1.5228983163833618], 'val_acc': [0.5342749953269958]}
{'loss': [0.8164920806884766], 'acc': [0.637541651725769], 'val_loss': [1.145581841468811], 'val_acc': [0.5969386696815491]}
{'loss': [0.8118374943733215], 'acc': [0.6382735371589661], 'val_loss': [1.1951740980148315], 'val_acc': [0.580680787563324]}
{'loss': [0.798095703125], 'acc': [0.6430071592330933], 'val_loss': [1.1729998588562012], 'val_acc': [0.585769534111023]}
{'loss': [0.790016770362854], 'acc': [0.6460580825805664], 'val_loss': [1.225555658340454], 'val_acc': [0.5875568389892578]}
{'loss': [0.7748361229896545], 'acc': [0.6521726846694946], 'val_loss': [0.952787458896637], 'val_acc': [0.6163844466209412]}
{'loss': [0.7718358635902405], 'acc': [0.6529406905174255], 'val_loss': [0.9588254690170288], 'val_acc': [0.616320013999939]}
