{'loss': [0.8219131231307983], 'acc': [0.6421082019805908], 'val_loss': [0.6448671221733093], 'val_acc': [0.710399866104126]}
{'loss': [0.560786247253418], 'acc': [0.7634785175323486], 'val_loss': [0.7324418425559998], 'val_acc': [0.6579780578613281]}
{'loss': [0.4669416844844818], 'acc': [0.808211088180542], 'val_loss': [0.7572616338729858], 'val_acc': [0.6754441261291504]}
{'loss': [0.397472083568573], 'acc': [0.8390398025512695], 'val_loss': [0.8402601480484009], 'val_acc': [0.6724632382392883]}
{'loss': [0.3461521863937378], 'acc': [0.8618085980415344], 'val_loss': [0.9066150188446045], 'val_acc': [0.6622821092605591]}
{'loss': [0.3054785132408142], 'acc': [0.8792527318000793], 'val_loss': [0.9433591961860657], 'val_acc': [0.6647869944572449]}
{'loss': [0.2699511647224426], 'acc': [0.8948674201965332], 'val_loss': [1.0348714590072632], 'val_acc': [0.6662139296531677]}
{'loss': [0.2422398179769516], 'acc': [0.9069755673408508], 'val_loss': [1.051838994026184], 'val_acc': [0.6682124733924866]}
{'loss': [0.21719186007976532], 'acc': [0.9172070026397705], 'val_loss': [1.0892330408096313], 'val_acc': [0.6676216125488281]}
{'loss': [0.1976100653409958], 'acc': [0.9256408214569092], 'val_loss': [1.272560477256775], 'val_acc': [0.6415984034538269]}
