{'loss': [1.316449761390686], 'acc': [0.37385961413383484], 'val_loss': [1.1551724672317505], 'val_acc': [0.47295284271240234]}
{'loss': [1.130089521408081], 'acc': [0.504843533039093], 'val_loss': [1.125109076499939], 'val_acc': [0.4988507926464081]}
{'loss': [1.0587290525436401], 'acc': [0.5450312495231628], 'val_loss': [1.064488172531128], 'val_acc': [0.5244248509407043]}
{'loss': [0.9961063861846924], 'acc': [0.5721327066421509], 'val_loss': [0.9897965788841248], 'val_acc': [0.5787728428840637]}
{'loss': [0.9633457064628601], 'acc': [0.5841377973556519], 'val_loss': [0.9482370018959045], 'val_acc': [0.5843926072120667]}
{'loss': [0.9296529293060303], 'acc': [0.5977471470832825], 'val_loss': [1.0014536380767822], 'val_acc': [0.575312077999115]}
{'loss': [0.9050816297531128], 'acc': [0.6045297980308533], 'val_loss': [0.9801502227783203], 'val_acc': [0.5709176659584045]}
{'loss': [0.8946512937545776], 'acc': [0.6110775470733643], 'val_loss': [0.9623502492904663], 'val_acc': [0.6023430228233337]}
{'loss': [0.8532907962799072], 'acc': [0.6299483180046082], 'val_loss': [0.9387044310569763], 'val_acc': [0.6031309962272644]}
{'loss': [0.8381654620170593], 'acc': [0.6339693069458008], 'val_loss': [0.8948322534561157], 'val_acc': [0.5937551259994507]}
{'loss': [0.8033527731895447], 'acc': [0.6490923762321472], 'val_loss': [0.8974187970161438], 'val_acc': [0.5924242734909058]}
{'loss': [0.7808722853660583], 'acc': [0.659324586391449], 'val_loss': [0.8941038846969604], 'val_acc': [0.6124579906463623]}
{'loss': [0.7778592109680176], 'acc': [0.6604195237159729], 'val_loss': [1.0561349391937256], 'val_acc': [0.5741173028945923]}
{'loss': [0.7461058497428894], 'acc': [0.6735147833824158], 'val_loss': [1.5116366147994995], 'val_acc': [0.5180808901786804]}
{'loss': [0.7388113737106323], 'acc': [0.678138792514801], 'val_loss': [0.9461454153060913], 'val_acc': [0.5966288447380066]}
{'loss': [0.7274932861328125], 'acc': [0.6824554800987244], 'val_loss': [1.0916322469711304], 'val_acc': [0.5533546805381775]}
{'loss': [0.7096526026725769], 'acc': [0.6898145079612732], 'val_loss': [0.9008699655532837], 'val_acc': [0.6003936529159546]}
{'loss': [0.6916168928146362], 'acc': [0.6965758204460144], 'val_loss': [0.9374591112136841], 'val_acc': [0.5882716774940491]}
{'loss': [0.6803468465805054], 'acc': [0.7008041143417358], 'val_loss': [0.9968829154968262], 'val_acc': [0.5914114117622375]}
{'loss': [0.66378253698349], 'acc': [0.706798255443573], 'val_loss': [1.0084351301193237], 'val_acc': [0.5787103772163391]}
