{'loss': [0.9644781351089478], 'acc': [0.5860177874565125], 'val_loss': [1.6984690427780151], 'val_acc': [0.3856266140937805]}
{'loss': [0.7945390343666077], 'acc': [0.6519535183906555], 'val_loss': [1.2981328964233398], 'val_acc': [0.44942739605903625]}
{'loss': [0.7826516032218933], 'acc': [0.6649549603462219], 'val_loss': [1.644299864768982], 'val_acc': [0.38785606622695923]}
{'loss': [0.7232894897460938], 'acc': [0.6862401366233826], 'val_loss': [1.9974617958068848], 'val_acc': [0.3944898545742035]}
{'loss': [0.7166283130645752], 'acc': [0.6911161541938782], 'val_loss': [1.6719082593917847], 'val_acc': [0.4456152617931366]}
{'loss': [0.7382333278656006], 'acc': [0.6836037635803223], 'val_loss': [1.9868184328079224], 'val_acc': [0.3351161479949951]}
{'loss': [0.7058605551719666], 'acc': [0.7005659937858582], 'val_loss': [1.8347735404968262], 'val_acc': [0.418816477060318]}
{'loss': [0.6620932817459106], 'acc': [0.7192798256874084], 'val_loss': [1.8422986268997192], 'val_acc': [0.4332129657268524]}
{'loss': [0.6247901916503906], 'acc': [0.7370622754096985], 'val_loss': [1.2105618715286255], 'val_acc': [0.5640250444412231]}
{'loss': [0.63192218542099], 'acc': [0.7365803718566895], 'val_loss': [1.0960813760757446], 'val_acc': [0.5724032521247864]}
{'loss': [0.5938660502433777], 'acc': [0.7544184923171997], 'val_loss': [1.1723443269729614], 'val_acc': [0.5793657302856445]}
{'loss': [0.5782569646835327], 'acc': [0.7619315981864929], 'val_loss': [1.1930580139160156], 'val_acc': [0.5549401044845581]}
{'loss': [0.5928224921226501], 'acc': [0.755146324634552], 'val_loss': [1.0955320596694946], 'val_acc': [0.5795721411705017]}
{'loss': [0.5521367788314819], 'acc': [0.7746045589447021], 'val_loss': [1.2650400400161743], 'val_acc': [0.5825860500335693]}
{'loss': [0.5313447117805481], 'acc': [0.7840636372566223], 'val_loss': [1.382699728012085], 'val_acc': [0.5573070049285889]}
{'loss': [0.5272961854934692], 'acc': [0.7855011224746704], 'val_loss': [1.3542231321334839], 'val_acc': [0.50745689868927]}
{'loss': [0.4982755184173584], 'acc': [0.8001571297645569], 'val_loss': [1.2457512617111206], 'val_acc': [0.572452187538147]}
{'loss': [0.48969215154647827], 'acc': [0.8037846088409424], 'val_loss': [1.2766574621200562], 'val_acc': [0.5405192375183105]}
{'loss': [0.47874191403388977], 'acc': [0.809182345867157], 'val_loss': [1.08005952835083], 'val_acc': [0.6002553701400757]}
{'loss': [0.4625638425350189], 'acc': [0.816937267780304], 'val_loss': [1.154544472694397], 'val_acc': [0.5848425626754761]}
