{'loss': [1.1823064088821411], 'acc': [0.5435118675231934], 'val_loss': [0.814755916595459], 'val_acc': [0.6366687417030334]}
{'loss': [0.8625161647796631], 'acc': [0.6226478815078735], 'val_loss': [0.9125166535377502], 'val_acc': [0.5718685984611511]}
{'loss': [0.7923579812049866], 'acc': [0.6541798710823059], 'val_loss': [0.7896556258201599], 'val_acc': [0.6298785209655762]}
{'loss': [0.7325259447097778], 'acc': [0.6834428310394287], 'val_loss': [1.0422571897506714], 'val_acc': [0.5020034313201904]}
{'loss': [0.6894751191139221], 'acc': [0.7024808526039124], 'val_loss': [0.7308778166770935], 'val_acc': [0.673052966594696]}
{'loss': [0.6517127752304077], 'acc': [0.722477376461029], 'val_loss': [1.042495846748352], 'val_acc': [0.5389174818992615]}
{'loss': [0.6360576152801514], 'acc': [0.7290898561477661], 'val_loss': [0.9942480325698853], 'val_acc': [0.5770300030708313]}
{'loss': [0.5936035513877869], 'acc': [0.7497941851615906], 'val_loss': [0.7067203521728516], 'val_acc': [0.6920949220657349]}
{'loss': [0.5688856840133667], 'acc': [0.762029767036438], 'val_loss': [0.8238807916641235], 'val_acc': [0.6383007168769836]}
{'loss': [0.5551459193229675], 'acc': [0.7698706388473511], 'val_loss': [0.8898322582244873], 'val_acc': [0.6464366912841797]}
{'loss': [0.5277801156044006], 'acc': [0.7818800210952759], 'val_loss': [0.9663193225860596], 'val_acc': [0.6227863430976868]}
{'loss': [0.5169300436973572], 'acc': [0.7876657247543335], 'val_loss': [0.9715331792831421], 'val_acc': [0.617526113986969]}
{'loss': [0.49298930168151855], 'acc': [0.7983090281486511], 'val_loss': [0.8792657256126404], 'val_acc': [0.6416173577308655]}
{'loss': [0.49242037534713745], 'acc': [0.7996192574501038], 'val_loss': [0.937155544757843], 'val_acc': [0.6335524916648865]}
{'loss': [0.4768119752407074], 'acc': [0.8077053427696228], 'val_loss': [0.9935556650161743], 'val_acc': [0.6156363487243652]}
{'loss': [0.45425745844841003], 'acc': [0.8173543810844421], 'val_loss': [0.9297474026679993], 'val_acc': [0.6456453204154968]}
{'loss': [0.44581833481788635], 'acc': [0.8217982649803162], 'val_loss': [0.8356676697731018], 'val_acc': [0.6665079593658447]}
{'loss': [0.432651162147522], 'acc': [0.8280983567237854], 'val_loss': [0.9657343029975891], 'val_acc': [0.6323224902153015]}
{'loss': [0.41361621022224426], 'acc': [0.83598393201828], 'val_loss': [1.0941994190216064], 'val_acc': [0.6196545958518982]}
