{'loss': [1.3374313116073608], 'acc': [0.3302767276763916], 'val_loss': [1.2620512247085571], 'val_acc': [0.4526587724685669]}
{'loss': [0.8160958886146545], 'acc': [0.6411052942276001], 'val_loss': [0.7395734190940857], 'val_acc': [0.6679173111915588]}
{'loss': [0.5993263125419617], 'acc': [0.7449228167533875], 'val_loss': [0.8314371109008789], 'val_acc': [0.6566369533538818]}
{'loss': [0.5067054033279419], 'acc': [0.7925160527229309], 'val_loss': [0.8573596477508545], 'val_acc': [0.6724950671195984]}
{'loss': [0.44157102704048157], 'acc': [0.8233276009559631], 'val_loss': [1.1137081384658813], 'val_acc': [0.6124747395515442]}
{'loss': [0.39913880825042725], 'acc': [0.841964840888977], 'val_loss': [1.0841600894927979], 'val_acc': [0.6494902968406677]}
{'loss': [0.3689716160297394], 'acc': [0.8553949594497681], 'val_loss': [1.0895023345947266], 'val_acc': [0.6487305164337158]}
{'loss': [0.34185492992401123], 'acc': [0.8674389123916626], 'val_loss': [1.1072998046875], 'val_acc': [0.6510403156280518]}
{'loss': [0.3232106864452362], 'acc': [0.8754812479019165], 'val_loss': [1.3354021310806274], 'val_acc': [0.6526935696601868]}
{'loss': [0.3029177486896515], 'acc': [0.8839670419692993], 'val_loss': [1.2391479015350342], 'val_acc': [0.6399520635604858]}
