{'loss': [0.6220802664756775], 'acc': [0.7350932359695435], 'val_loss': [2.106626272201538], 'val_acc': [0.5974349975585938]}
{'loss': [0.5378144383430481], 'acc': [0.771129846572876], 'val_loss': [0.958092451095581], 'val_acc': [0.6117268204689026]}
{'loss': [0.48236793279647827], 'acc': [0.7964560389518738], 'val_loss': [1.23558509349823], 'val_acc': [0.5941596031188965]}
{'loss': [0.4687473773956299], 'acc': [0.8059581518173218], 'val_loss': [1.3552939891815186], 'val_acc': [0.5262283682823181]}
{'loss': [0.43757718801498413], 'acc': [0.8187409043312073], 'val_loss': [1.0329185724258423], 'val_acc': [0.6123703718185425]}
{'loss': [0.39126473665237427], 'acc': [0.8403415679931641], 'val_loss': [1.4584788084030151], 'val_acc': [0.5721147060394287]}
{'loss': [0.3770754635334015], 'acc': [0.8479295969009399], 'val_loss': [2.512436628341675], 'val_acc': [0.5869556069374084]}
{'loss': [0.3547610938549042], 'acc': [0.8602694869041443], 'val_loss': [1.5337257385253906], 'val_acc': [0.6152604818344116]}
{'loss': [0.33567342162132263], 'acc': [0.8686279058456421], 'val_loss': [1.4522876739501953], 'val_acc': [0.6250225901603699]}
{'loss': [0.32025763392448425], 'acc': [0.8746007084846497], 'val_loss': [1.070164442062378], 'val_acc': [0.6062673330307007]}
{'loss': [0.29187020659446716], 'acc': [0.8869635462760925], 'val_loss': [1.7145359516143799], 'val_acc': [0.6298094987869263]}
{'loss': [0.2787168622016907], 'acc': [0.8929204940795898], 'val_loss': [1.5034879446029663], 'val_acc': [0.5981724858283997]}
{'loss': [0.25188177824020386], 'acc': [0.9041458368301392], 'val_loss': [1.7157411575317383], 'val_acc': [0.5841313004493713]}
{'loss': [0.2568051218986511], 'acc': [0.9025892019271851], 'val_loss': [1.4067299365997314], 'val_acc': [0.6210905313491821]}
{'loss': [0.22960983216762543], 'acc': [0.91461580991745], 'val_loss': [1.7545660734176636], 'val_acc': [0.6214888095855713]}
{'loss': [0.21599072217941284], 'acc': [0.9200937747955322], 'val_loss': [1.8198730945587158], 'val_acc': [0.6101825833320618]}
{'loss': [0.2274101972579956], 'acc': [0.9164879322052002], 'val_loss': [1.3684675693511963], 'val_acc': [0.6032593250274658]}
{'loss': [0.2084474414587021], 'acc': [0.9232620000839233], 'val_loss': [1.8026151657104492], 'val_acc': [0.5781390070915222]}
{'loss': [0.21071243286132812], 'acc': [0.9232694506645203], 'val_loss': [1.957187294960022], 'val_acc': [0.5831310153007507]}
{'loss': [0.18817637860774994], 'acc': [0.9314873218536377], 'val_loss': [1.6579480171203613], 'val_acc': [0.6111442446708679]}
