{'loss': [1.0196670293807983], 'acc': [0.5331810116767883], 'val_loss': [0.7601615190505981], 'val_acc': [0.6542680859565735]}
{'loss': [0.6618679165840149], 'acc': [0.7163213491439819], 'val_loss': [0.7733935713768005], 'val_acc': [0.6812127232551575]}
{'loss': [0.5339431762695312], 'acc': [0.780303418636322], 'val_loss': [0.8783797025680542], 'val_acc': [0.6688261032104492]}
{'loss': [0.4429182708263397], 'acc': [0.8242653608322144], 'val_loss': [1.0301533937454224], 'val_acc': [0.6783199310302734]}
{'loss': [0.3786815106868744], 'acc': [0.8536056280136108], 'val_loss': [1.107880711555481], 'val_acc': [0.6714165210723877]}
{'loss': [0.3341873288154602], 'acc': [0.8742006421089172], 'val_loss': [1.2666213512420654], 'val_acc': [0.6642789840698242]}
{'loss': [0.2976885735988617], 'acc': [0.8905931711196899], 'val_loss': [1.2411508560180664], 'val_acc': [0.6705101728439331]}
{'loss': [0.2703937590122223], 'acc': [0.9027185440063477], 'val_loss': [1.4320536851882935], 'val_acc': [0.6675757765769958]}
{'loss': [0.24777735769748688], 'acc': [0.9121882915496826], 'val_loss': [1.5795050859451294], 'val_acc': [0.6650522947311401]}
{'loss': [0.2292434275150299], 'acc': [0.9196646809577942], 'val_loss': [1.3255373239517212], 'val_acc': [0.6770015954971313]}
