{'loss': [1.1951380968093872], 'acc': [0.4345906674861908], 'val_loss': [0.8649293184280396], 'val_acc': [0.6166861057281494]}
{'loss': [0.775489091873169], 'acc': [0.6654706001281738], 'val_loss': [0.7620275020599365], 'val_acc': [0.6662540435791016]}
{'loss': [0.6677244305610657], 'acc': [0.7114292979240417], 'val_loss': [0.6889206171035767], 'val_acc': [0.7092392444610596]}
{'loss': [0.5847347378730774], 'acc': [0.7541950345039368], 'val_loss': [0.7702651619911194], 'val_acc': [0.686884880065918]}
{'loss': [0.5178406834602356], 'acc': [0.7864965200424194], 'val_loss': [0.8012561798095703], 'val_acc': [0.6864265203475952]}
{'loss': [0.4679640233516693], 'acc': [0.8108565807342529], 'val_loss': [0.9074781537055969], 'val_acc': [0.6742534041404724]}
{'loss': [0.4288298487663269], 'acc': [0.8289186954498291], 'val_loss': [0.8671926856040955], 'val_acc': [0.6873270869255066]}
{'loss': [0.3961694538593292], 'acc': [0.843544602394104], 'val_loss': [0.9194617867469788], 'val_acc': [0.6929056644439697]}
{'loss': [0.3672144412994385], 'acc': [0.8563816547393799], 'val_loss': [0.9662584662437439], 'val_acc': [0.6951136589050293]}
{'loss': [0.3423168361186981], 'acc': [0.8675046563148499], 'val_loss': [1.038434624671936], 'val_acc': [0.6882688999176025]}
