{'loss': [0.8613699674606323], 'acc': [0.6181855797767639], 'val_loss': [0.8122517466545105], 'val_acc': [0.6253147721290588]}
{'loss': [0.5491157174110413], 'acc': [0.7681496143341064], 'val_loss': [0.8125836253166199], 'val_acc': [0.665268063545227]}
{'loss': [0.44476965069770813], 'acc': [0.817749559879303], 'val_loss': [0.8123334050178528], 'val_acc': [0.6722952127456665]}
{'loss': [0.37158191204071045], 'acc': [0.8504529595375061], 'val_loss': [0.8438247442245483], 'val_acc': [0.6839045882225037]}
{'loss': [0.32037782669067383], 'acc': [0.8724740147590637], 'val_loss': [0.9043911695480347], 'val_acc': [0.6755055785179138]}
{'loss': [0.27936631441116333], 'acc': [0.8907250761985779], 'val_loss': [1.089711308479309], 'val_acc': [0.6568689942359924]}
{'loss': [0.2464141845703125], 'acc': [0.9040355086326599], 'val_loss': [1.1104795932769775], 'val_acc': [0.6656268835067749]}
{'loss': [0.2216588258743286], 'acc': [0.9140435457229614], 'val_loss': [1.1413884162902832], 'val_acc': [0.6812372803688049]}
{'loss': [0.1985889971256256], 'acc': [0.9240615367889404], 'val_loss': [1.2360374927520752], 'val_acc': [0.6709412932395935]}
{'loss': [0.17961135506629944], 'acc': [0.9323577284812927], 'val_loss': [1.3249883651733398], 'val_acc': [0.666861355304718]}
