{'loss': [0.45858073234558105], 'acc': [0.8321660757064819], 'val_loss': [0.7246875166893005], 'val_acc': [0.804874062538147]}
{'loss': [0.35129421949386597], 'acc': [0.8823356032371521], 'val_loss': [0.3646262288093567], 'val_acc': [0.8666647672653198]}
{'loss': [0.33019915223121643], 'acc': [0.8898846507072449], 'val_loss': [0.3739454746246338], 'val_acc': [0.8686286211013794]}
{'loss': [0.3209516406059265], 'acc': [0.8939208388328552], 'val_loss': [0.37357816100120544], 'val_acc': [0.8685401082038879]}
{'loss': [0.3106638193130493], 'acc': [0.8969640135765076], 'val_loss': [0.340910941362381], 'val_acc': [0.8853234052658081]}
{'loss': [0.3032473027706146], 'acc': [0.899425208568573], 'val_loss': [0.3546326756477356], 'val_acc': [0.8691301345825195]}
{'loss': [0.2975812554359436], 'acc': [0.9019281268119812], 'val_loss': [0.5210523009300232], 'val_acc': [0.769346296787262]}
{'loss': [0.29549866914749146], 'acc': [0.902809739112854], 'val_loss': [0.3429546058177948], 'val_acc': [0.8691250085830688]}
{'loss': [0.29217100143432617], 'acc': [0.903699517250061], 'val_loss': [0.333857923746109], 'val_acc': [0.8797333836555481]}
{'loss': [0.29076021909713745], 'acc': [0.9041703343391418], 'val_loss': [0.3223077058792114], 'val_acc': [0.8872230052947998]}
{'loss': [0.2892025113105774], 'acc': [0.9050901532173157], 'val_loss': [0.3148360252380371], 'val_acc': [0.886577844619751]}
{'loss': [0.28669413924217224], 'acc': [0.905683696269989], 'val_loss': [0.31304606795310974], 'val_acc': [0.8904299736022949]}
{'loss': [0.2848590612411499], 'acc': [0.9061543345451355], 'val_loss': [0.31473931670188904], 'val_acc': [0.8901121616363525]}
{'loss': [0.28268754482269287], 'acc': [0.9067350625991821], 'val_loss': [0.3241966664791107], 'val_acc': [0.8861133456230164]}
{'loss': [0.28125306963920593], 'acc': [0.907682478427887], 'val_loss': [0.3150460124015808], 'val_acc': [0.8913138508796692]}
{'loss': [0.2826537787914276], 'acc': [0.9072859883308411], 'val_loss': [0.3100208342075348], 'val_acc': [0.8909668922424316]}
{'loss': [0.27966931462287903], 'acc': [0.9079954028129578], 'val_loss': [0.33262237906455994], 'val_acc': [0.8828107714653015]}
{'loss': [0.28002822399139404], 'acc': [0.9076783657073975], 'val_loss': [0.31750914454460144], 'val_acc': [0.8872577548027039]}
{'loss': [0.2781645655632019], 'acc': [0.9084460735321045], 'val_loss': [0.31883522868156433], 'val_acc': [0.8809201121330261]}
{'loss': [0.27739229798316956], 'acc': [0.9087975025177002], 'val_loss': [0.31297871470451355], 'val_acc': [0.8907217979431152]}
