{'loss': [0.8563368916511536], 'acc': [0.637355387210846], 'val_loss': [0.8647779822349548], 'val_acc': [0.6030030846595764]}
{'loss': [0.6691124439239502], 'acc': [0.7111518979072571], 'val_loss': [0.7664481997489929], 'val_acc': [0.6584187746047974]}
{'loss': [0.5777934789657593], 'acc': [0.7547722458839417], 'val_loss': [0.8025558590888977], 'val_acc': [0.6503660082817078]}
{'loss': [0.5156148076057434], 'acc': [0.7869079113006592], 'val_loss': [0.8427056074142456], 'val_acc': [0.6129923462867737]}
{'loss': [0.4690473973751068], 'acc': [0.8095935583114624], 'val_loss': [1.015458106994629], 'val_acc': [0.6304360032081604]}
{'loss': [0.4264989495277405], 'acc': [0.8295872211456299], 'val_loss': [0.9739567041397095], 'val_acc': [0.6313441395759583]}
{'loss': [0.3842322826385498], 'acc': [0.8491603136062622], 'val_loss': [0.7973349690437317], 'val_acc': [0.6807595491409302]}
{'loss': [0.35298871994018555], 'acc': [0.8623866438865662], 'val_loss': [1.2170803546905518], 'val_acc': [0.6308012008666992]}
{'loss': [0.3536340892314911], 'acc': [0.8629797101020813], 'val_loss': [1.1242848634719849], 'val_acc': [0.6517601609230042]}
{'loss': [0.3104623556137085], 'acc': [0.8820770382881165], 'val_loss': [1.3473111391067505], 'val_acc': [0.5961474776268005]}
{'loss': [0.2923247516155243], 'acc': [0.8887964487075806], 'val_loss': [1.3051408529281616], 'val_acc': [0.5990771055221558]}
{'loss': [0.27029621601104736], 'acc': [0.8978664875030518], 'val_loss': [1.363653302192688], 'val_acc': [0.6221117973327637]}
{'loss': [0.25709277391433716], 'acc': [0.9034473299980164], 'val_loss': [1.5443507432937622], 'val_acc': [0.6180527806282043]}
{'loss': [0.2337711751461029], 'acc': [0.9131029844284058], 'val_loss': [1.2013036012649536], 'val_acc': [0.6631234288215637]}
{'loss': [0.22443826496601105], 'acc': [0.9174346923828125], 'val_loss': [1.519316554069519], 'val_acc': [0.6061232686042786]}
{'loss': [0.21046005189418793], 'acc': [0.9229196310043335], 'val_loss': [1.3207838535308838], 'val_acc': [0.6556040048599243]}
{'loss': [0.19655804336071014], 'acc': [0.9283439517021179], 'val_loss': [1.7861446142196655], 'val_acc': [0.5923184752464294]}
{'loss': [0.18411903083324432], 'acc': [0.9336779713630676], 'val_loss': [1.8847143650054932], 'val_acc': [0.6054521799087524]}
{'loss': [0.1710469126701355], 'acc': [0.9380571842193604], 'val_loss': [1.630323886871338], 'val_acc': [0.6639195680618286]}
{'loss': [0.16200785338878632], 'acc': [0.9421897530555725], 'val_loss': [1.7367868423461914], 'val_acc': [0.6310443878173828]}
{'loss': [0.1541302502155304], 'acc': [0.9450006484985352], 'val_loss': [1.6688523292541504], 'val_acc': [0.6589590311050415]}
{'loss': [0.14657725393772125], 'acc': [0.9476221799850464], 'val_loss': [1.7559481859207153], 'val_acc': [0.6501649022102356]}
{'loss': [0.13488438725471497], 'acc': [0.9522512555122375], 'val_loss': [1.6300256252288818], 'val_acc': [0.648664116859436]}
{'loss': [0.1436559408903122], 'acc': [0.9497315883636475], 'val_loss': [1.6950867176055908], 'val_acc': [0.6532095670700073]}
{'loss': [0.12062764912843704], 'acc': [0.9577373266220093], 'val_loss': [1.6447234153747559], 'val_acc': [0.6727200746536255]}
{'loss': [0.12024085968732834], 'acc': [0.9577158093452454], 'val_loss': [2.0538244247436523], 'val_acc': [0.6318231225013733]}
{'loss': [0.11705461144447327], 'acc': [0.9591916799545288], 'val_loss': [2.098639965057373], 'val_acc': [0.6520376801490784]}
{'loss': [0.11237039417028427], 'acc': [0.9610595703125], 'val_loss': [1.739165186882019], 'val_acc': [0.6652824878692627]}
{'loss': [0.10302364826202393], 'acc': [0.9644609689712524], 'val_loss': [1.7328699827194214], 'val_acc': [0.6736234426498413]}
{'loss': [0.0957578793168068], 'acc': [0.9671605825424194], 'val_loss': [1.7766653299331665], 'val_acc': [0.6595645546913147]}
