{'loss': [0.717781662940979], 'acc': [0.69486004114151], 'val_loss': [0.8607429265975952], 'val_acc': [0.6242673397064209]}
{'loss': [0.6340916156768799], 'acc': [0.7303088903427124], 'val_loss': [0.8023632764816284], 'val_acc': [0.6495685577392578]}
{'loss': [0.59601229429245], 'acc': [0.7483755946159363], 'val_loss': [0.8302828669548035], 'val_acc': [0.6260976791381836]}
{'loss': [0.5621140599250793], 'acc': [0.7631962895393372], 'val_loss': [0.8391002416610718], 'val_acc': [0.6126425266265869]}
{'loss': [0.5405176281929016], 'acc': [0.7735536098480225], 'val_loss': [0.9572427272796631], 'val_acc': [0.5680442452430725]}
{'loss': [0.5188956260681152], 'acc': [0.7840703129768372], 'val_loss': [0.8839707374572754], 'val_acc': [0.6167329549789429]}
{'loss': [0.5053694248199463], 'acc': [0.7911931872367859], 'val_loss': [0.9109922051429749], 'val_acc': [0.6049627661705017]}
{'loss': [0.48434269428253174], 'acc': [0.8000278472900391], 'val_loss': [0.8791621923446655], 'val_acc': [0.6153494715690613]}
{'loss': [0.48212510347366333], 'acc': [0.8010804653167725], 'val_loss': [0.8930014967918396], 'val_acc': [0.6089454889297485]}
{'loss': [0.4618183970451355], 'acc': [0.810706377029419], 'val_loss': [0.9362397193908691], 'val_acc': [0.6163430213928223]}
{'loss': [0.44009295105934143], 'acc': [0.8201974630355835], 'val_loss': [1.0063778162002563], 'val_acc': [0.5703124403953552]}
{'loss': [0.4684300720691681], 'acc': [0.8086128830909729], 'val_loss': [0.9324139356613159], 'val_acc': [0.6025634407997131]}
{'loss': [0.42828795313835144], 'acc': [0.8248162865638733], 'val_loss': [0.9123737812042236], 'val_acc': [0.6213021278381348]}
{'loss': [0.41252636909484863], 'acc': [0.8316354751586914], 'val_loss': [0.9467219114303589], 'val_acc': [0.5928032994270325]}
{'loss': [0.4297548830509186], 'acc': [0.8237733840942383], 'val_loss': [1.0996299982070923], 'val_acc': [0.5714127421379089]}
{'loss': [0.40142178535461426], 'acc': [0.8358070254325867], 'val_loss': [1.4502071142196655], 'val_acc': [0.4957678020000458]}
{'loss': [0.38641026616096497], 'acc': [0.8434005975723267], 'val_loss': [1.0841127634048462], 'val_acc': [0.5681757926940918]}
{'loss': [0.4019083082675934], 'acc': [0.8370965123176575], 'val_loss': [1.0782225131988525], 'val_acc': [0.5686815977096558]}
{'loss': [0.3826713263988495], 'acc': [0.8450543880462646], 'val_loss': [1.0174918174743652], 'val_acc': [0.5843992829322815]}
{'loss': [0.374213844537735], 'acc': [0.849554717540741], 'val_loss': [0.9856886863708496], 'val_acc': [0.6121758222579956]}
