{'loss': [0.4120895564556122], 'acc': [0.8685962557792664], 'val_loss': [0.3748428225517273], 'val_acc': [0.872833251953125]}
{'loss': [0.474862664937973], 'acc': [0.8409178256988525], 'val_loss': [0.46995243430137634], 'val_acc': [0.8470560312271118]}
{'loss': [0.5152577757835388], 'acc': [0.8339099884033203], 'val_loss': [0.49287036061286926], 'val_acc': [0.851528525352478]}
{'loss': [0.4743651747703552], 'acc': [0.8367969393730164], 'val_loss': [0.36968761682510376], 'val_acc': [0.8902976512908936]}
{'loss': [0.5693760514259338], 'acc': [0.828266441822052], 'val_loss': [0.536551296710968], 'val_acc': [0.8337163329124451]}
{'loss': [0.47481295466423035], 'acc': [0.8424760103225708], 'val_loss': [0.3568609356880188], 'val_acc': [0.8815255165100098]}
{'loss': [0.5188931226730347], 'acc': [0.8401379585266113], 'val_loss': [0.41553443670272827], 'val_acc': [0.8916413187980652]}
{'loss': [0.41592156887054443], 'acc': [0.8579068183898926], 'val_loss': [0.3087313771247864], 'val_acc': [0.8909099698066711]}
{'loss': [0.5501894950866699], 'acc': [0.8232933878898621], 'val_loss': [0.3468600809574127], 'val_acc': [0.8973364233970642]}
{'loss': [20.66727638244629], 'acc': [0.8310668468475342], 'val_loss': [1.0185935497283936], 'val_acc': [0.4204166531562805]}
{'loss': [1.857588291168213], 'acc': [0.7513759732246399], 'val_loss': [0.6463801860809326], 'val_acc': [0.8455078601837158]}
{'loss': [0.6443130970001221], 'acc': [0.8083168864250183], 'val_loss': [0.7641328573226929], 'val_acc': [0.8290280699729919]}
{'loss': [2.2933146953582764], 'acc': [0.792035698890686], 'val_loss': [0.5339235067367554], 'val_acc': [0.8972530961036682]}
{'loss': [7.561171054840088], 'acc': [0.7864760160446167], 'val_loss': [0.6209819316864014], 'val_acc': [0.863828182220459]}
{'loss': [0.6276426911354065], 'acc': [0.8106679916381836], 'val_loss': [0.5043132305145264], 'val_acc': [0.8756129741668701]}
{'loss': [0.5178564786911011], 'acc': [0.8303708434104919], 'val_loss': [0.3817836344242096], 'val_acc': [0.8913931250572205]}
{'loss': [0.43676674365997314], 'acc': [0.85221266746521], 'val_loss': [0.34305208921432495], 'val_acc': [0.8942426443099976]}
{'loss': [0.6054412126541138], 'acc': [0.8182125091552734], 'val_loss': [0.583530843257904], 'val_acc': [0.7921465039253235]}
{'loss': [2.10021710395813], 'acc': [0.7908312678337097], 'val_loss': [0.4177742004394531], 'val_acc': [0.8888770937919617]}
{'loss': [0.4556850790977478], 'acc': [0.8486832976341248], 'val_loss': [0.3890989422798157], 'val_acc': [0.8851711750030518]}
{'loss': [0.5957258343696594], 'acc': [0.8511327505111694], 'val_loss': [0.32639071345329285], 'val_acc': [0.8952851891517639]}
{'loss': [0.4109090268611908], 'acc': [0.8586501479148865], 'val_loss': [0.3073933720588684], 'val_acc': [0.9014225006103516]}
{'loss': [0.37316620349884033], 'acc': [0.875507116317749], 'val_loss': [0.29280519485473633], 'val_acc': [0.9060044288635254]}
{'loss': [0.9050225615501404], 'acc': [0.8008117079734802], 'val_loss': [0.6111602187156677], 'val_acc': [0.8367836475372314]}
{'loss': [1.8524091243743896], 'acc': [0.6653251051902771], 'val_loss': [0.7019566893577576], 'val_acc': [0.8113556504249573]}
{'loss': [0.6196816563606262], 'acc': [0.7701471447944641], 'val_loss': [0.38554275035858154], 'val_acc': [0.882784903049469]}
{'loss': [0.53217613697052], 'acc': [0.816576361656189], 'val_loss': [0.3869534730911255], 'val_acc': [0.8811094760894775]}
{'loss': [0.42198818922042847], 'acc': [0.8556256890296936], 'val_loss': [0.3224303126335144], 'val_acc': [0.8887825608253479]}
{'loss': [0.4021519124507904], 'acc': [0.8577326536178589], 'val_loss': [0.5628432631492615], 'val_acc': [0.7718367576599121]}
