{'loss': [0.5804353356361389], 'acc': [0.7671197652816772], 'val_loss': [1.280967116355896], 'val_acc': [0.7219624519348145]}
{'loss': [0.42514950037002563], 'acc': [0.8277243375778198], 'val_loss': [3.2958004474639893], 'val_acc': [0.7517296075820923]}
{'loss': [0.35875505208969116], 'acc': [0.8596363663673401], 'val_loss': [1.9031305313110352], 'val_acc': [0.7314890623092651]}
{'loss': [0.3159951865673065], 'acc': [0.8805667161941528], 'val_loss': [1.6273744106292725], 'val_acc': [0.7570817470550537]}
{'loss': [0.2773766815662384], 'acc': [0.8981354236602783], 'val_loss': [2.0026586055755615], 'val_acc': [0.7688903212547302]}
{'loss': [0.2500578463077545], 'acc': [0.9099161028862], 'val_loss': [43.32954788208008], 'val_acc': [0.7508269548416138]}
{'loss': [0.2314225137233734], 'acc': [0.9175513386726379], 'val_loss': [45.245235443115234], 'val_acc': [0.7456308007240295]}
{'loss': [0.22855903208255768], 'acc': [0.9177852869033813], 'val_loss': [53.56084442138672], 'val_acc': [0.7328073382377625]}
{'loss': [0.2108849734067917], 'acc': [0.9250524640083313], 'val_loss': [5.224370956420898], 'val_acc': [0.7497652173042297]}
{'loss': [0.21209824085235596], 'acc': [0.9245436787605286], 'val_loss': [190.9404754638672], 'val_acc': [0.7665656208992004]}
{'loss': [0.18227329850196838], 'acc': [0.9360615611076355], 'val_loss': [3.2163796424865723], 'val_acc': [0.7393874526023865]}
{'loss': [0.17664052546024323], 'acc': [0.9373636841773987], 'val_loss': [12.638981819152832], 'val_acc': [0.7567950487136841]}
{'loss': [0.17153401672840118], 'acc': [0.9391090273857117], 'val_loss': [12.090058326721191], 'val_acc': [0.7303036451339722]}
{'loss': [0.1814582347869873], 'acc': [0.9352042078971863], 'val_loss': [19.455772399902344], 'val_acc': [0.7339003086090088]}
{'loss': [0.16413326561450958], 'acc': [0.9418957829475403], 'val_loss': [4.249141693115234], 'val_acc': [0.7207933068275452]}
{'loss': [0.14920227229595184], 'acc': [0.9471690058708191], 'val_loss': [5.651739120483398], 'val_acc': [0.7523905038833618]}
{'loss': [0.14301156997680664], 'acc': [0.9488308429718018], 'val_loss': [0.9093517065048218], 'val_acc': [0.743008553981781]}
{'loss': [0.14672090113162994], 'acc': [0.9476686120033264], 'val_loss': [1.0023378133773804], 'val_acc': [0.7299260497093201]}
{'loss': [0.13700652122497559], 'acc': [0.9512752294540405], 'val_loss': [1.1749714612960815], 'val_acc': [0.7311678528785706]}
{'loss': [0.1336977630853653], 'acc': [0.9523671865463257], 'val_loss': [0.9599084258079529], 'val_acc': [0.7585805654525757]}
{'loss': [0.12723246216773987], 'acc': [0.9548574686050415], 'val_loss': [1.034397840499878], 'val_acc': [0.7513824701309204]}
{'loss': [0.13371555507183075], 'acc': [0.9520888328552246], 'val_loss': [2.702362060546875], 'val_acc': [0.7401043176651001]}
