{'loss': [0.7553985714912415], 'acc': [0.6823229193687439], 'val_loss': [0.9829445481300354], 'val_acc': [0.6498009562492371]}
{'loss': [0.7096701860427856], 'acc': [0.7007476091384888], 'val_loss': [0.8935423493385315], 'val_acc': [0.5746263265609741]}
{'loss': [0.6812616586685181], 'acc': [0.7142282128334045], 'val_loss': [1.2000778913497925], 'val_acc': [0.5547223687171936]}
{'loss': [0.6627321243286133], 'acc': [0.7205368876457214], 'val_loss': [0.8722590208053589], 'val_acc': [0.6240127682685852]}
{'loss': [0.6435340642929077], 'acc': [0.73016357421875], 'val_loss': [0.8031138777732849], 'val_acc': [0.653391420841217]}
{'loss': [0.6413711309432983], 'acc': [0.7315118312835693], 'val_loss': [0.9008450508117676], 'val_acc': [0.6388902068138123]}
{'loss': [0.6063618659973145], 'acc': [0.746205747127533], 'val_loss': [0.8511019349098206], 'val_acc': [0.668670117855072]}
{'loss': [0.6008369326591492], 'acc': [0.7499021887779236], 'val_loss': [0.9069535136222839], 'val_acc': [0.6435453295707703]}
{'loss': [0.5840727686882019], 'acc': [0.7584036588668823], 'val_loss': [1.0503891706466675], 'val_acc': [0.6040726900100708]}
{'loss': [0.575957715511322], 'acc': [0.7634994983673096], 'val_loss': [0.8991195559501648], 'val_acc': [0.6697502136230469]}
{'loss': [0.5642393231391907], 'acc': [0.7679387927055359], 'val_loss': [0.7932553887367249], 'val_acc': [0.6792473793029785]}
{'loss': [0.5627130270004272], 'acc': [0.767699658870697], 'val_loss': [0.8692933917045593], 'val_acc': [0.6560618281364441]}
{'loss': [0.5441446900367737], 'acc': [0.7758322954177856], 'val_loss': [1.0919512510299683], 'val_acc': [0.6250362992286682]}
{'loss': [0.5412946343421936], 'acc': [0.7779475450515747], 'val_loss': [0.8743082880973816], 'val_acc': [0.6575191020965576]}
{'loss': [0.523413360118866], 'acc': [0.7867594957351685], 'val_loss': [1.2376744747161865], 'val_acc': [0.5788440108299255]}
{'loss': [0.5224746465682983], 'acc': [0.7881423234939575], 'val_loss': [0.8874379396438599], 'val_acc': [0.6591579914093018]}
{'loss': [0.5150681734085083], 'acc': [0.7901744246482849], 'val_loss': [0.9737681150436401], 'val_acc': [0.666531503200531]}
{'loss': [0.5097277164459229], 'acc': [0.7930821180343628], 'val_loss': [0.9263973832130432], 'val_acc': [0.6461769342422485]}
