{'loss': [0.9786208868026733], 'acc': [0.5575922131538391], 'val_loss': [0.8358755707740784], 'val_acc': [0.6016493439674377]}
{'loss': [0.6235623955726624], 'acc': [0.7285252809524536], 'val_loss': [0.7546274065971375], 'val_acc': [0.6916818022727966]}
{'loss': [0.4793635606765747], 'acc': [0.8012913465499878], 'val_loss': [0.8161017894744873], 'val_acc': [0.6829888224601746]}
{'loss': [0.37095969915390015], 'acc': [0.8535127639770508], 'val_loss': [0.9770119190216064], 'val_acc': [0.6633950471878052]}
{'loss': [0.30220136046409607], 'acc': [0.8836632370948792], 'val_loss': [1.040215015411377], 'val_acc': [0.663119912147522]}
{'loss': [0.25601279735565186], 'acc': [0.9035699963569641], 'val_loss': [1.2046390771865845], 'val_acc': [0.6569662094116211]}
{'loss': [0.22120948135852814], 'acc': [0.9170969724655151], 'val_loss': [1.4178026914596558], 'val_acc': [0.6287740468978882]}
{'loss': [0.19436949491500854], 'acc': [0.9276711940765381], 'val_loss': [1.4359947443008423], 'val_acc': [0.6315511465072632]}
{'loss': [0.17424242198467255], 'acc': [0.9358908534049988], 'val_loss': [1.5295805931091309], 'val_acc': [0.6527692079544067]}
{'loss': [0.15706168115139008], 'acc': [0.9424268007278442], 'val_loss': [1.6144345998764038], 'val_acc': [0.6250393986701965]}
