{'loss': [0.6188087463378906], 'acc': [0.7898359298706055], 'val_loss': [0.42682212591171265], 'val_acc': [0.8859467506408691]}
{'loss': [16.939748764038086], 'acc': [0.8065502643585205], 'val_loss': [0.44772881269454956], 'val_acc': [0.9015259146690369]}
{'loss': [0.9002743363380432], 'acc': [0.8314307332038879], 'val_loss': [0.35298481583595276], 'val_acc': [0.9054323434829712]}
{'loss': [0.6746376752853394], 'acc': [0.8134955167770386], 'val_loss': [0.3906705975532532], 'val_acc': [0.8936599493026733]}
{'loss': [0.9260960221290588], 'acc': [0.8374999761581421], 'val_loss': [0.38551682233810425], 'val_acc': [0.9084737300872803]}
{'loss': [3457.11572265625], 'acc': [0.8267331123352051], 'val_loss': [0.639481782913208], 'val_acc': [0.8630418181419373]}
{'loss': [0.5984891057014465], 'acc': [0.8253134489059448], 'val_loss': [0.6245231032371521], 'val_acc': [0.8305211663246155]}
{'loss': [11.54767894744873], 'acc': [0.8014150261878967], 'val_loss': [0.9338147640228271], 'val_acc': [0.3796759843826294]}
{'loss': [0.9372166395187378], 'acc': [0.7960771918296814], 'val_loss': [0.4135144352912903], 'val_acc': [0.8799273371696472]}
{'loss': [44.71611785888672], 'acc': [0.8402498364448547], 'val_loss': [0.3237752914428711], 'val_acc': [0.9143344163894653]}
