{'loss': [0.5364938378334045], 'acc': [0.8107283711433411], 'val_loss': [0.9755319356918335], 'val_acc': [0.6452491283416748]}
{'loss': [0.3338749408721924], 'acc': [0.8757921457290649], 'val_loss': [1.1097773313522339], 'val_acc': [0.6473308205604553]}
{'loss': [0.2857609689235687], 'acc': [0.8978444933891296], 'val_loss': [1.2342782020568848], 'val_acc': [0.6414497494697571]}
{'loss': [0.2767728865146637], 'acc': [0.9055070877075195], 'val_loss': [1.1964664459228516], 'val_acc': [0.6713359355926514]}
{'loss': [0.2362879365682602], 'acc': [0.9219772219657898], 'val_loss': [1.6971172094345093], 'val_acc': [0.62077796459198]}
{'loss': [0.22532610595226288], 'acc': [0.9260285496711731], 'val_loss': [1.4880961179733276], 'val_acc': [0.6371128559112549]}
{'loss': [0.27043813467025757], 'acc': [0.9107652902603149], 'val_loss': [1.7887985706329346], 'val_acc': [0.6400450468063354]}
{'loss': [0.21973581612110138], 'acc': [0.9277641773223877], 'val_loss': [1.576662540435791], 'val_acc': [0.6563524603843689]}
{'loss': [0.20429348945617676], 'acc': [0.934720516204834], 'val_loss': [1.9429831504821777], 'val_acc': [0.6009093523025513]}
{'loss': [0.1934773474931717], 'acc': [0.9384242296218872], 'val_loss': [1.9363512992858887], 'val_acc': [0.6398316621780396]}
{'loss': [0.17825335264205933], 'acc': [0.9437382221221924], 'val_loss': [2.0145151615142822], 'val_acc': [0.6106468439102173]}
{'loss': [0.1733085960149765], 'acc': [0.945480227470398], 'val_loss': [2.1403472423553467], 'val_acc': [0.6506635546684265]}
{'loss': [0.16700169444084167], 'acc': [0.9483510255813599], 'val_loss': [2.28066086769104], 'val_acc': [0.628716766834259]}
{'loss': [0.15945009887218475], 'acc': [0.9506223797798157], 'val_loss': [2.0599751472473145], 'val_acc': [0.6372553110122681]}
{'loss': [0.15210683643817902], 'acc': [0.9532089233398438], 'val_loss': [2.310847043991089], 'val_acc': [0.6179049611091614]}
{'loss': [0.1424117237329483], 'acc': [0.9568308591842651], 'val_loss': [1.782440423965454], 'val_acc': [0.6479407548904419]}
{'loss': [0.14988264441490173], 'acc': [0.9545260071754456], 'val_loss': [2.3758041858673096], 'val_acc': [0.6199920773506165]}
{'loss': [0.13355767726898193], 'acc': [0.9602128267288208], 'val_loss': [2.1025140285491943], 'val_acc': [0.6454780697822571]}
{'loss': [0.1308141052722931], 'acc': [0.9615771174430847], 'val_loss': [2.2785208225250244], 'val_acc': [0.6346703171730042]}
{'loss': [0.14900605380535126], 'acc': [0.9555661082267761], 'val_loss': [2.3003692626953125], 'val_acc': [0.6340543627738953]}
{'loss': [0.12048157304525375], 'acc': [0.9652445912361145], 'val_loss': [2.146023988723755], 'val_acc': [0.648534893989563]}
{'loss': [0.1375890076160431], 'acc': [0.9599000215530396], 'val_loss': [2.413423538208008], 'val_acc': [0.6255953907966614]}
{'loss': [0.12188921868801117], 'acc': [0.9649205803871155], 'val_loss': [2.5776009559631348], 'val_acc': [0.6104912757873535]}
{'loss': [0.1133306697010994], 'acc': [0.9685141444206238], 'val_loss': [2.8360629081726074], 'val_acc': [0.6604557633399963]}
{'loss': [0.13195179402828217], 'acc': [0.9628063440322876], 'val_loss': [2.4701592922210693], 'val_acc': [0.6363099217414856]}
{'loss': [0.10552088916301727], 'acc': [0.9709160327911377], 'val_loss': [2.096128463745117], 'val_acc': [0.6414194703102112]}
{'loss': [0.10597193241119385], 'acc': [0.9708423018455505], 'val_loss': [2.903216600418091], 'val_acc': [0.6450372338294983]}
{'loss': [0.15725873410701752], 'acc': [0.9543918967247009], 'val_loss': [2.2673137187957764], 'val_acc': [0.6481281518936157]}
{'loss': [0.0995292216539383], 'acc': [0.973469614982605], 'val_loss': [2.1489598751068115], 'val_acc': [0.652946949005127]}
{'loss': [0.09831797331571579], 'acc': [0.973809003829956], 'val_loss': [2.885544776916504], 'val_acc': [0.6468544602394104]}
