{'loss': [0.6329390406608582], 'acc': [0.7356558442115784], 'val_loss': [0.748544454574585], 'val_acc': [0.6715072989463806]}
{'loss': [0.5655674934387207], 'acc': [0.7655184268951416], 'val_loss': [0.7557852864265442], 'val_acc': [0.6483219861984253]}
{'loss': [0.522756814956665], 'acc': [0.7858951687812805], 'val_loss': [0.8325037956237793], 'val_acc': [0.6412158608436584]}
{'loss': [0.49576619267463684], 'acc': [0.7980536818504333], 'val_loss': [0.78339022397995], 'val_acc': [0.6636466979980469]}
{'loss': [0.45695751905441284], 'acc': [0.8154473900794983], 'val_loss': [0.8454511761665344], 'val_acc': [0.6671711802482605]}
{'loss': [0.43320128321647644], 'acc': [0.8267726898193359], 'val_loss': [0.8797470927238464], 'val_acc': [0.657317042350769]}
{'loss': [0.40594175457954407], 'acc': [0.8389280438423157], 'val_loss': [1.0346325635910034], 'val_acc': [0.6750399470329285]}
{'loss': [0.3861261010169983], 'acc': [0.8475243449211121], 'val_loss': [0.9510980248451233], 'val_acc': [0.5531859993934631]}
{'loss': [0.3643910586833954], 'acc': [0.8579090237617493], 'val_loss': [0.8833274245262146], 'val_acc': [0.6234927177429199]}
{'loss': [0.3485078811645508], 'acc': [0.8646131753921509], 'val_loss': [0.967697024345398], 'val_acc': [0.6138752698898315]}
{'loss': [0.33102238178253174], 'acc': [0.8730146288871765], 'val_loss': [1.1364902257919312], 'val_acc': [0.6677861213684082]}
{'loss': [0.31175413727760315], 'acc': [0.8815529346466064], 'val_loss': [1.2993773221969604], 'val_acc': [0.6400461196899414]}
{'loss': [0.31522658467292786], 'acc': [0.8801777362823486], 'val_loss': [0.9388427734375], 'val_acc': [0.6313963532447815]}
{'loss': [0.2945674955844879], 'acc': [0.8891605734825134], 'val_loss': [1.108953595161438], 'val_acc': [0.5857749581336975]}
{'loss': [0.2712736427783966], 'acc': [0.8986637592315674], 'val_loss': [1.1112126111984253], 'val_acc': [0.6736542582511902]}
{'loss': [0.28468021750450134], 'acc': [0.89472895860672], 'val_loss': [1.2663332223892212], 'val_acc': [0.681155264377594]}
{'loss': [0.2797272801399231], 'acc': [0.896944522857666], 'val_loss': [1.308770775794983], 'val_acc': [0.643898069858551]}
{'loss': [0.29155659675598145], 'acc': [0.8934563994407654], 'val_loss': [1.1097464561462402], 'val_acc': [0.6828573346138]}
{'loss': [0.24396811425685883], 'acc': [0.9112129807472229], 'val_loss': [1.0738147497177124], 'val_acc': [0.6508472561836243]}
