{'loss': [0.8731721043586731], 'acc': [0.6340137124061584], 'val_loss': [0.8470072746276855], 'val_acc': [0.621175229549408]}
{'loss': [0.7711957693099976], 'acc': [0.66927570104599], 'val_loss': [0.8273766040802002], 'val_acc': [0.6337853074073792]}
{'loss': [0.7441076636314392], 'acc': [0.6815568208694458], 'val_loss': [0.8204032778739929], 'val_acc': [0.6221002340316772]}
{'loss': [0.7221410274505615], 'acc': [0.6918460726737976], 'val_loss': [0.8018940091133118], 'val_acc': [0.6396821737289429]}
{'loss': [0.690571129322052], 'acc': [0.7023687362670898], 'val_loss': [0.8808252811431885], 'val_acc': [0.5978575944900513]}
{'loss': [0.6672959327697754], 'acc': [0.7128223180770874], 'val_loss': [0.7970683574676514], 'val_acc': [0.6470190286636353]}
{'loss': [0.6466825604438782], 'acc': [0.7207691073417664], 'val_loss': [0.8485210537910461], 'val_acc': [0.605751633644104]}
{'loss': [0.6367555260658264], 'acc': [0.725755512714386], 'val_loss': [0.7705846428871155], 'val_acc': [0.6442587971687317]}
{'loss': [0.6172528862953186], 'acc': [0.7341002225875854], 'val_loss': [0.7913906574249268], 'val_acc': [0.6368642449378967]}
{'loss': [0.6086168885231018], 'acc': [0.7372168898582458], 'val_loss': [0.9189085960388184], 'val_acc': [0.5970237851142883]}
{'loss': [0.5953007340431213], 'acc': [0.7432451844215393], 'val_loss': [0.8114590644836426], 'val_acc': [0.6457093954086304]}
{'loss': [0.5882588624954224], 'acc': [0.7450284361839294], 'val_loss': [0.8156071305274963], 'val_acc': [0.6140586137771606]}
{'loss': [0.6125364899635315], 'acc': [0.7356768846511841], 'val_loss': [0.8466851711273193], 'val_acc': [0.599761426448822]}
{'loss': [0.5912899374961853], 'acc': [0.7432408332824707], 'val_loss': [0.9359171390533447], 'val_acc': [0.596745491027832]}
{'loss': [0.5445747971534729], 'acc': [0.7662566304206848], 'val_loss': [0.901323139667511], 'val_acc': [0.6064109206199646]}
{'loss': [0.532315194606781], 'acc': [0.7709044218063354], 'val_loss': [0.8079138398170471], 'val_acc': [0.6382182836532593]}
{'loss': [0.5441575646400452], 'acc': [0.7662721872329712], 'val_loss': [0.8689606189727783], 'val_acc': [0.6111501455307007]}
