{'loss': [0.4869098365306854], 'acc': [0.8108828663825989], 'val_loss': [0.6954986453056335], 'val_acc': [0.6442369818687439]}
{'loss': [0.45774051547050476], 'acc': [0.8231729865074158], 'val_loss': [0.8753912448883057], 'val_acc': [0.6051581501960754]}
{'loss': [0.4385331869125366], 'acc': [0.8328249454498291], 'val_loss': [0.5101199746131897], 'val_acc': [0.7981142401695251]}
{'loss': [0.4289590120315552], 'acc': [0.8384559750556946], 'val_loss': [0.7860823273658752], 'val_acc': [0.4578210413455963]}
{'loss': [0.4178677797317505], 'acc': [0.8426027297973633], 'val_loss': [0.45431554317474365], 'val_acc': [0.8438809514045715]}
{'loss': [0.417907178401947], 'acc': [0.8438906669616699], 'val_loss': [0.4822520315647125], 'val_acc': [0.8604334592819214]}
{'loss': [0.41892847418785095], 'acc': [0.8442758321762085], 'val_loss': [0.36013901233673096], 'val_acc': [0.8820086717605591]}
{'loss': [0.4117295444011688], 'acc': [0.8456653356552124], 'val_loss': [0.5215432643890381], 'val_acc': [0.7709980010986328]}
{'loss': [0.4053768217563629], 'acc': [0.8501187562942505], 'val_loss': [0.4460529685020447], 'val_acc': [0.8938408493995667]}
{'loss': [0.4072139263153076], 'acc': [0.8447420597076416], 'val_loss': [0.4438369870185852], 'val_acc': [0.8612242937088013]}
{'loss': [0.4087843894958496], 'acc': [0.8490363955497742], 'val_loss': [0.4616462290287018], 'val_acc': [0.8514849543571472]}
{'loss': [0.4052322208881378], 'acc': [0.84861159324646], 'val_loss': [0.46984022855758667], 'val_acc': [0.8599364757537842]}
{'loss': [0.4034091532230377], 'acc': [0.8528989553451538], 'val_loss': [0.4977048635482788], 'val_acc': [0.7971121668815613]}
{'loss': [0.4027215838432312], 'acc': [0.8515322208404541], 'val_loss': [0.5236049890518188], 'val_acc': [0.8790278434753418]}
{'loss': [0.4041577875614166], 'acc': [0.8499962091445923], 'val_loss': [0.6126341819763184], 'val_acc': [0.8500508069992065]}
{'loss': [0.4043946862220764], 'acc': [0.852908730506897], 'val_loss': [0.410904198884964], 'val_acc': [0.889561116695404]}
{'loss': [0.40160703659057617], 'acc': [0.8550910353660583], 'val_loss': [0.4073895514011383], 'val_acc': [0.8664960265159607]}
{'loss': [0.4017486870288849], 'acc': [0.8549811840057373], 'val_loss': [14.869851112365723], 'val_acc': [0.79004967212677]}
{'loss': [0.4017757773399353], 'acc': [0.8536288738250732], 'val_loss': [0.4410303235054016], 'val_acc': [0.8793238401412964]}
{'loss': [0.39932912588119507], 'acc': [0.8541842699050903], 'val_loss': [0.38475921750068665], 'val_acc': [0.8919209837913513]}
{'loss': [0.40101394057273865], 'acc': [0.853870689868927], 'val_loss': [0.41625598073005676], 'val_acc': [0.873140275478363]}
{'loss': [0.40141013264656067], 'acc': [0.8555868268013], 'val_loss': [0.42239025235176086], 'val_acc': [0.8979575037956238]}
{'loss': [0.40747255086898804], 'acc': [0.8494804501533508], 'val_loss': [0.46678200364112854], 'val_acc': [0.8936131000518799]}
{'loss': [0.3992936909198761], 'acc': [0.8555319309234619], 'val_loss': [0.3361295461654663], 'val_acc': [0.9063956141471863]}
