{'loss': [0.6207413077354431], 'acc': [0.7339959144592285], 'val_loss': [0.8148353695869446], 'val_acc': [0.6478516459465027]}
{'loss': [0.5212045907974243], 'acc': [0.7811267375946045], 'val_loss': [0.8666734099388123], 'val_acc': [0.618844747543335]}
{'loss': [0.47696977853775024], 'acc': [0.8028067946434021], 'val_loss': [0.881610631942749], 'val_acc': [0.6447165012359619]}
{'loss': [0.45903313159942627], 'acc': [0.8109037280082703], 'val_loss': [0.9146605134010315], 'val_acc': [0.6178818345069885]}
{'loss': [0.41488537192344666], 'acc': [0.8308640718460083], 'val_loss': [0.8847537040710449], 'val_acc': [0.6369607448577881]}
{'loss': [0.39564746618270874], 'acc': [0.8388725519180298], 'val_loss': [0.966966986656189], 'val_acc': [0.6268415451049805]}
{'loss': [0.38385435938835144], 'acc': [0.8438889384269714], 'val_loss': [0.9582362771034241], 'val_acc': [0.62479567527771]}
{'loss': [0.35594019293785095], 'acc': [0.8562412261962891], 'val_loss': [1.0483211278915405], 'val_acc': [0.5914661884307861]}
{'loss': [0.33025506138801575], 'acc': [0.8677685260772705], 'val_loss': [1.1265839338302612], 'val_acc': [0.6014856100082397]}
{'loss': [0.32978612184524536], 'acc': [0.8680163025856018], 'val_loss': [1.01847243309021], 'val_acc': [0.6122849583625793]}
{'loss': [0.34589362144470215], 'acc': [0.8634960055351257], 'val_loss': [1.2002251148223877], 'val_acc': [0.582840085029602]}
{'loss': [0.2940434217453003], 'acc': [0.8843477964401245], 'val_loss': [1.3889094591140747], 'val_acc': [0.5619072318077087]}
{'loss': [0.2746433615684509], 'acc': [0.8917190432548523], 'val_loss': [1.298662781715393], 'val_acc': [0.5924991369247437]}
{'loss': [0.27493444085121155], 'acc': [0.8911263942718506], 'val_loss': [1.2117162942886353], 'val_acc': [0.5993176102638245]}
{'loss': [0.263854444026947], 'acc': [0.8964852690696716], 'val_loss': [1.8008579015731812], 'val_acc': [0.5554202198982239]}
{'loss': [0.2572159767150879], 'acc': [0.898982584476471], 'val_loss': [1.1215225458145142], 'val_acc': [0.6280804872512817]}
{'loss': [0.23687218129634857], 'acc': [0.9085614681243896], 'val_loss': [1.2178943157196045], 'val_acc': [0.5923733711242676]}
{'loss': [0.24890853464603424], 'acc': [0.9031913876533508], 'val_loss': [1.6607319116592407], 'val_acc': [0.5291436314582825]}
{'loss': [0.22019335627555847], 'acc': [0.9155777096748352], 'val_loss': [1.466280221939087], 'val_acc': [0.578761100769043]}
{'loss': [0.2304299771785736], 'acc': [0.9110137820243835], 'val_loss': [1.3283838033676147], 'val_acc': [0.5881146192550659]}
