{'loss': [0.40501996874809265], 'acc': [0.8043938279151917], 'val_loss': [0.3238908648490906], 'val_acc': [0.8604761958122253]}
{'loss': [0.2620183825492859], 'acc': [0.8843092918395996], 'val_loss': [0.3224300146102905], 'val_acc': [0.8679301142692566]}
{'loss': [0.21426410973072052], 'acc': [0.9053188562393188], 'val_loss': [0.404363751411438], 'val_acc': [0.8694911599159241]}
{'loss': [0.1810421347618103], 'acc': [0.9195553660392761], 'val_loss': [0.35986366868019104], 'val_acc': [0.8846327066421509]}
{'loss': [0.15663783252239227], 'acc': [0.9299201369285583], 'val_loss': [0.46922633051872253], 'val_acc': [0.8746488690376282]}
{'loss': [0.1408851593732834], 'acc': [0.936021625995636], 'val_loss': [0.3951871395111084], 'val_acc': [0.872577965259552]}
{'loss': [0.12816324830055237], 'acc': [0.9411503672599792], 'val_loss': [0.4414110779762268], 'val_acc': [0.8665124177932739]}
{'loss': [0.11691491305828094], 'acc': [0.9456307888031006], 'val_loss': [0.5546472072601318], 'val_acc': [0.8502976894378662]}
{'loss': [0.10845605283975601], 'acc': [0.9485840201377869], 'val_loss': [0.501006007194519], 'val_acc': [0.8687302470207214]}
{'loss': [0.1018747091293335], 'acc': [0.9514613747596741], 'val_loss': [0.5225082635879517], 'val_acc': [0.8550077080726624]}
