{'loss': [0.6101830005645752], 'acc': [0.7408351898193359], 'val_loss': [9.01288890838623], 'val_acc': [0.6429507732391357]}
{'loss': [0.5585423707962036], 'acc': [0.7640209794044495], 'val_loss': [2.205995559692383], 'val_acc': [0.6652094125747681]}
{'loss': [0.5251889228820801], 'acc': [0.7785208225250244], 'val_loss': [0.8067697882652283], 'val_acc': [0.6603863835334778]}
{'loss': [0.4990409314632416], 'acc': [0.7909635305404663], 'val_loss': [0.8263713717460632], 'val_acc': [0.648367166519165]}
{'loss': [0.48083072900772095], 'acc': [0.7996148467063904], 'val_loss': [0.7788472771644592], 'val_acc': [0.6664122939109802]}
{'loss': [0.48183274269104004], 'acc': [0.7993821501731873], 'val_loss': [1.4383797645568848], 'val_acc': [0.6700164079666138]}
{'loss': [0.4505111575126648], 'acc': [0.8147295713424683], 'val_loss': [2.2118749618530273], 'val_acc': [0.686229407787323]}
{'loss': [0.4325466752052307], 'acc': [0.8227416276931763], 'val_loss': [0.6836149096488953], 'val_acc': [0.7216120958328247]}
{'loss': [0.43995144963264465], 'acc': [0.8198980093002319], 'val_loss': [1.1285301446914673], 'val_acc': [0.6205208897590637]}
{'loss': [0.42806509137153625], 'acc': [0.8254039287567139], 'val_loss': [1.1191312074661255], 'val_acc': [0.6916022300720215]}
{'loss': [0.4078080654144287], 'acc': [0.8357058763504028], 'val_loss': [0.6927419304847717], 'val_acc': [0.7086963653564453]}
{'loss': [0.38977572321891785], 'acc': [0.8426809310913086], 'val_loss': [1.2385882139205933], 'val_acc': [0.5860140323638916]}
{'loss': [0.37799543142318726], 'acc': [0.8476306200027466], 'val_loss': [0.8139615058898926], 'val_acc': [0.6490719318389893]}
{'loss': [0.36560776829719543], 'acc': [0.8536822199821472], 'val_loss': [0.8088186979293823], 'val_acc': [0.7057983875274658]}
{'loss': [0.3905278742313385], 'acc': [0.8450404405593872], 'val_loss': [0.8213685154914856], 'val_acc': [0.6986544132232666]}
{'loss': [0.3448329269886017], 'acc': [0.8641170859336853], 'val_loss': [1.1148395538330078], 'val_acc': [0.6474063396453857]}
{'loss': [0.3308790922164917], 'acc': [0.8694753646850586], 'val_loss': [0.6927250623703003], 'val_acc': [0.736282229423523]}
{'loss': [0.3287537693977356], 'acc': [0.8707427382469177], 'val_loss': [1.3108028173446655], 'val_acc': [0.6208792924880981]}
{'loss': [0.32088059186935425], 'acc': [0.8746336102485657], 'val_loss': [0.794629693031311], 'val_acc': [0.7093169093132019]}
{'loss': [0.31176644563674927], 'acc': [0.8787235617637634], 'val_loss': [0.9287608861923218], 'val_acc': [0.676895022392273]}
