{'loss': [0.6126854419708252], 'acc': [0.7853876948356628], 'val_loss': [0.4380967319011688], 'val_acc': [0.8764250874519348]}
{'loss': [0.9765607118606567], 'acc': [0.8232784271240234], 'val_loss': [0.5163167119026184], 'val_acc': [0.8765883445739746]}
{'loss': [0.9558463096618652], 'acc': [0.8209233283996582], 'val_loss': [0.48751094937324524], 'val_acc': [0.8778179883956909]}
{'loss': [0.7498737573623657], 'acc': [0.8303759694099426], 'val_loss': [0.4819052517414093], 'val_acc': [0.8676943778991699]}
{'loss': [0.5138571858406067], 'acc': [0.8421594500541687], 'val_loss': [0.7092245221138], 'val_acc': [0.5924999713897705]}
{'loss': [0.9534016847610474], 'acc': [0.8462865948677063], 'val_loss': [0.40661942958831787], 'val_acc': [0.8669542074203491]}
{'loss': [0.4033547043800354], 'acc': [0.8596223592758179], 'val_loss': [0.3984062671661377], 'val_acc': [0.8810361623764038]}
{'loss': [0.4448675513267517], 'acc': [0.8565328121185303], 'val_loss': [0.4532999098300934], 'val_acc': [0.8454259037971497]}
{'loss': [0.4730413854122162], 'acc': [0.8530604243278503], 'val_loss': [0.5353538990020752], 'val_acc': [0.8143911957740784]}
{'loss': [5.961216449737549], 'acc': [0.8566576242446899], 'val_loss': [0.34825119376182556], 'val_acc': [0.8842456340789795]}
