{'loss': [0.4141694903373718], 'acc': [0.9413194060325623], 'val_loss': [0.5474238395690918], 'val_acc': [0.8987399935722351]}
{'loss': [0.35086357593536377], 'acc': [0.9479084014892578], 'val_loss': [0.4641176164150238], 'val_acc': [0.9074650406837463]}
{'loss': [0.32345709204673767], 'acc': [0.9504956603050232], 'val_loss': [0.4297310709953308], 'val_acc': [0.9093957543373108]}
{'loss': [0.3029066324234009], 'acc': [0.9526170492172241], 'val_loss': [0.41147711873054504], 'val_acc': [0.9110907912254333]}
{'loss': [0.286430686712265], 'acc': [0.9541130065917969], 'val_loss': [0.3983534276485443], 'val_acc': [0.9089335799217224]}
{'loss': [0.2747310698032379], 'acc': [0.9550365209579468], 'val_loss': [0.3892785608768463], 'val_acc': [0.9127687215805054]}
{'loss': [0.26411351561546326], 'acc': [0.9561718702316284], 'val_loss': [0.3837862014770508], 'val_acc': [0.912414014339447]}
{'loss': [0.25600942969322205], 'acc': [0.9566746354103088], 'val_loss': [0.3783423900604248], 'val_acc': [0.9132397174835205]}
{'loss': [0.2477409392595291], 'acc': [0.9573211669921875], 'val_loss': [0.37756970524787903], 'val_acc': [0.9119648337364197]}
{'loss': [0.24037237465381622], 'acc': [0.958196759223938], 'val_loss': [0.36753684282302856], 'val_acc': [0.9132502675056458]}
{'loss': [0.2336074560880661], 'acc': [0.958916962146759], 'val_loss': [0.3648528754711151], 'val_acc': [0.9147607684135437]}
{'loss': [0.22695982456207275], 'acc': [0.9595925807952881], 'val_loss': [0.3565310537815094], 'val_acc': [0.9144135117530823]}
{'loss': [0.2206236571073532], 'acc': [0.9603356122970581], 'val_loss': [0.3592231869697571], 'val_acc': [0.9156906008720398]}
{'loss': [0.21730774641036987], 'acc': [0.9601587653160095], 'val_loss': [0.36409419775009155], 'val_acc': [0.8882732391357422]}
{'loss': [0.21401070058345795], 'acc': [0.9608176350593567], 'val_loss': [0.35439836978912354], 'val_acc': [0.9118125438690186]}
