{'loss': [0.5652773380279541], 'acc': [0.7016622424125671], 'val_loss': [0.47374993562698364], 'val_acc': [0.8075087070465088]}
{'loss': [0.36159753799438477], 'acc': [0.8460012078285217], 'val_loss': [0.5005040764808655], 'val_acc': [0.8279228806495667]}
{'loss': [0.27287888526916504], 'acc': [0.8825764656066895], 'val_loss': [0.508689284324646], 'val_acc': [0.7886759042739868]}
{'loss': [0.22295337915420532], 'acc': [0.9010010361671448], 'val_loss': [0.5686290264129639], 'val_acc': [0.7128821015357971]}
{'loss': [0.1930043250322342], 'acc': [0.9127902984619141], 'val_loss': [0.7253595590591431], 'val_acc': [0.7277473211288452]}
{'loss': [0.17177733778953552], 'acc': [0.9204726815223694], 'val_loss': [0.4954264461994171], 'val_acc': [0.7947539687156677]}
{'loss': [0.1551111340522766], 'acc': [0.9274454712867737], 'val_loss': [0.4265369772911072], 'val_acc': [0.8287519812583923]}
{'loss': [0.14363178610801697], 'acc': [0.9318751096725464], 'val_loss': [0.6080999374389648], 'val_acc': [0.7817481160163879]}
{'loss': [0.13182322680950165], 'acc': [0.9364734292030334], 'val_loss': [0.6147783398628235], 'val_acc': [0.7912513017654419]}
{'loss': [0.12037074565887451], 'acc': [0.9403383135795593], 'val_loss': [0.6427555680274963], 'val_acc': [0.7762597799301147]}
{'loss': [0.11500778794288635], 'acc': [0.9425008296966553], 'val_loss': [0.5890065431594849], 'val_acc': [0.8139830231666565]}
{'loss': [0.11272528767585754], 'acc': [0.9434489011764526], 'val_loss': [0.6635681390762329], 'val_acc': [0.8062109351158142]}
{'loss': [0.10359475016593933], 'acc': [0.9469224810600281], 'val_loss': [0.6226074695587158], 'val_acc': [0.8248085975646973]}
{'loss': [0.10291113704442978], 'acc': [0.9475291967391968], 'val_loss': [0.7090214490890503], 'val_acc': [0.8064987063407898]}
{'loss': [0.09025900065898895], 'acc': [0.9518352150917053], 'val_loss': [0.8353338837623596], 'val_acc': [0.7760342955589294]}
{'loss': [0.09623530507087708], 'acc': [0.9495953917503357], 'val_loss': [0.8562400341033936], 'val_acc': [0.7608919143676758]}
{'loss': [0.08683814108371735], 'acc': [0.9528216123580933], 'val_loss': [1.380397915840149], 'val_acc': [0.6855037808418274]}
