{'loss': [0.6505322456359863], 'acc': [0.7948422431945801], 'val_loss': [0.5535646080970764], 'val_acc': [0.8638057112693787]}
{'loss': [0.5372207164764404], 'acc': [0.8430564999580383], 'val_loss': [0.502383828163147], 'val_acc': [0.8518128991127014]}
{'loss': [0.46463635563850403], 'acc': [0.8523213863372803], 'val_loss': [0.37974387407302856], 'val_acc': [0.8663924336433411]}
{'loss': [0.477698415517807], 'acc': [0.8399880528450012], 'val_loss': [0.4606160819530487], 'val_acc': [0.8727099895477295]}
{'loss': [61.14673614501953], 'acc': [0.7760850191116333], 'val_loss': [0.512887716293335], 'val_acc': [0.8688052892684937]}
{'loss': [0.8408452272415161], 'acc': [0.8298003077507019], 'val_loss': [0.3828071355819702], 'val_acc': [0.8667343854904175]}
{'loss': [0.41581717133522034], 'acc': [0.8581631183624268], 'val_loss': [0.4118489921092987], 'val_acc': [0.8476825952529907]}
{'loss': [0.5628371834754944], 'acc': [0.8393323421478271], 'val_loss': [0.3587833344936371], 'val_acc': [0.8813332915306091]}
{'loss': [0.36591219902038574], 'acc': [0.8714346885681152], 'val_loss': [0.3416875898838043], 'val_acc': [0.8687593340873718]}
{'loss': [0.3165767788887024], 'acc': [0.8863731026649475], 'val_loss': [0.31712543964385986], 'val_acc': [0.8870766758918762]}
