{'loss': [0.4750005006790161], 'acc': [0.8161250352859497], 'val_loss': [0.34175780415534973], 'val_acc': [0.901577889919281]}
{'loss': [0.43912509083747864], 'acc': [0.8266804814338684], 'val_loss': [0.27789267897605896], 'val_acc': [0.9128095507621765]}
{'loss': [0.43158239126205444], 'acc': [0.8341802954673767], 'val_loss': [0.2993289828300476], 'val_acc': [0.9072306156158447]}
{'loss': [0.4243418574333191], 'acc': [0.8353981375694275], 'val_loss': [0.3828735649585724], 'val_acc': [0.8860140442848206]}
{'loss': [0.4330104887485504], 'acc': [0.8293829560279846], 'val_loss': [0.326600581407547], 'val_acc': [0.890984058380127]}
{'loss': [0.42285484075546265], 'acc': [0.83888840675354], 'val_loss': [0.3133804202079773], 'val_acc': [0.9099416732788086]}
{'loss': [0.4145137369632721], 'acc': [0.8401340246200562], 'val_loss': [0.5844231247901917], 'val_acc': [0.8284112215042114]}
{'loss': [0.4120731055736542], 'acc': [0.839333176612854], 'val_loss': [0.3368234634399414], 'val_acc': [0.9013667106628418]}
{'loss': [0.4088612198829651], 'acc': [0.8403516411781311], 'val_loss': [0.6112655997276306], 'val_acc': [0.6569170951843262]}
{'loss': [0.403409481048584], 'acc': [0.845655620098114], 'val_loss': [0.3879362940788269], 'val_acc': [0.8811389803886414]}
{'loss': [0.4020126461982727], 'acc': [0.8441987037658691], 'val_loss': [0.9367020130157471], 'val_acc': [0.6582260727882385]}
{'loss': [0.39864107966423035], 'acc': [0.8477002382278442], 'val_loss': [0.36566296219825745], 'val_acc': [0.8843826055526733]}
{'loss': [0.41567957401275635], 'acc': [0.8354039192199707], 'val_loss': [0.3839260935783386], 'val_acc': [0.8479865789413452]}
{'loss': [0.4111858606338501], 'acc': [0.8389407396316528], 'val_loss': [0.36993348598480225], 'val_acc': [0.8913134932518005]}
{'loss': [0.4031324088573456], 'acc': [0.8393028378486633], 'val_loss': [0.4488679766654968], 'val_acc': [0.8809617161750793]}
{'loss': [0.4140808582305908], 'acc': [0.837763786315918], 'val_loss': [0.33060696721076965], 'val_acc': [0.9000948071479797]}
{'loss': [0.4071129858493805], 'acc': [0.8440226316452026], 'val_loss': [0.34694904088974], 'val_acc': [0.8601924777030945]}
{'loss': [0.40823376178741455], 'acc': [0.8409692645072937], 'val_loss': [0.4248693883419037], 'val_acc': [0.8778596520423889]}
{'loss': [0.38917219638824463], 'acc': [0.8461927175521851], 'val_loss': [0.4428694248199463], 'val_acc': [0.8481990694999695]}
{'loss': [0.4199056029319763], 'acc': [0.8389416933059692], 'val_loss': [0.4991912543773651], 'val_acc': [0.8227831125259399]}
{'loss': [0.40091508626937866], 'acc': [0.8464580774307251], 'val_loss': [0.3609556257724762], 'val_acc': [0.8866485357284546]}
{'loss': [0.39936861395835876], 'acc': [0.8438946604728699], 'val_loss': [0.5105562806129456], 'val_acc': [0.8087152242660522]}
{'loss': [0.4195982813835144], 'acc': [0.8362452387809753], 'val_loss': [0.3497864007949829], 'val_acc': [0.8935526609420776]}
