{'loss': [1.0119884014129639], 'acc': [0.5769521594047546], 'val_loss': [0.8543093800544739], 'val_acc': [0.6275892853736877]}
{'loss': [0.8476677536964417], 'acc': [0.6393332481384277], 'val_loss': [0.789227306842804], 'val_acc': [0.6522121429443359]}
{'loss': [0.7892306447029114], 'acc': [0.6642293334007263], 'val_loss': [0.7974880337715149], 'val_acc': [0.6639078259468079]}
{'loss': [0.7375244498252869], 'acc': [0.6900398135185242], 'val_loss': [0.8668642640113831], 'val_acc': [0.6328314542770386]}
{'loss': [0.708884060382843], 'acc': [0.7036657929420471], 'val_loss': [0.7628222107887268], 'val_acc': [0.6361539363861084]}
{'loss': [0.6893414258956909], 'acc': [0.7157691121101379], 'val_loss': [0.7470394968986511], 'val_acc': [0.6514427661895752]}
{'loss': [0.647868275642395], 'acc': [0.7348674535751343], 'val_loss': [0.7713988423347473], 'val_acc': [0.6716379523277283]}
{'loss': [0.6760525107383728], 'acc': [0.7194506525993347], 'val_loss': [0.8956010341644287], 'val_acc': [0.6083850860595703]}
{'loss': [0.6256950497627258], 'acc': [0.7433016896247864], 'val_loss': [0.8445088863372803], 'val_acc': [0.6284339427947998]}
{'loss': [0.5968410968780518], 'acc': [0.7577323317527771], 'val_loss': [0.9251304864883423], 'val_acc': [0.6333253383636475]}
{'loss': [0.5758284330368042], 'acc': [0.768535852432251], 'val_loss': [0.8991279602050781], 'val_acc': [0.6322532892227173]}
{'loss': [0.5728818774223328], 'acc': [0.7698463797569275], 'val_loss': [0.9072219729423523], 'val_acc': [0.6246317625045776]}
{'loss': [0.5451067686080933], 'acc': [0.7821150422096252], 'val_loss': [0.9569807648658752], 'val_acc': [0.5921173095703125]}
{'loss': [0.5233911275863647], 'acc': [0.7919469475746155], 'val_loss': [1.079095482826233], 'val_acc': [0.5882942080497742]}
{'loss': [0.5127682089805603], 'acc': [0.7978980541229248], 'val_loss': [1.0172743797302246], 'val_acc': [0.6039586663246155]}
{'loss': [0.49508580565452576], 'acc': [0.8058383464813232], 'val_loss': [0.9444428086280823], 'val_acc': [0.6058592796325684]}
{'loss': [0.4723360538482666], 'acc': [0.8166913390159607], 'val_loss': [1.0475823879241943], 'val_acc': [0.5980672240257263]}
